action,policy,seed,site,subset,rows,gain_percent,absolute_harm
damped_velocity_005,net_point,29,coupa,hard,4416,0.02430369097173868,-0.010370783697041475
damped_velocity_005,net_point,29,deathCircle,hard,12715,0.01590375599863636,-0.008957502722580557
damped_velocity_005,net_point,29,gates,hard,6404,0.010255045723495115,-0.004622199010398731
damped_velocity_005,net_point,29,hyang,hard,18309,0.030873407423215316,-0.013634324701975231
damped_velocity_005,net_point,29,coupa,positive_easy,11220,2.5934421738834534,-0.05719633845357208
damped_velocity_005,net_point,29,deathCircle,positive_easy,4581,0.7553930667463238,-0.020184478929802907
damped_velocity_005,net_point,29,gates,positive_easy,2923,1.0496908726023269,-0.029697595597545146
damped_velocity_005,net_point,29,hyang,positive_easy,19679,0.7809309940539522,-0.02077625015349094
damped_velocity_005,net_point,29,coupa,complete,24834,1.5362066181985212,-0.1829834789137319
damped_velocity_005,net_point,29,deathCircle,complete,27394,0.20171379778093357,-0.05529032094903741
damped_velocity_005,net_point,29,gates,complete,15281,0.25695279747763866,-0.056163862139271714
damped_velocity_005,net_point,29,hyang,complete,76409,0.3443417650750291,-0.05810625963868077
damped_velocity_005,net_point,29,coupa,zero_CV,2463,,0.0
damped_velocity_005,net_point,29,deathCircle,zero_CV,2984,,0.0
damped_velocity_005,net_point,29,gates,zero_CV,1565,,0.0
damped_velocity_005,net_point,29,hyang,zero_CV,4554,,0.0
damped_velocity_005,parent_net_population,29,coupa,all,27778,2.341190269934823,-0.27879375727772526
damped_velocity_005,parent_net_population,29,deathCircle,all,35760,0.7705516053893469,-0.19117910779181457
damped_velocity_005,parent_net_population,29,gates,all,20236,0.4510550698532012,-0.08913535753358204
damped_velocity_005,parent_net_population,29,hyang,all,89183,0.9320513288128662,-0.1484138971604505
damped_velocity_005,parent_net_population,29,coupa,hard,4416,1.6319522617597615,-0.6963808061207502
damped_velocity_005,parent_net_population,29,deathCircle,hard,12715,0.6698569769907903,-0.37728481848235873
damped_velocity_005,parent_net_population,29,gates,hard,6404,0.2695040937771176,-0.12147206254785203
damped_velocity_005,parent_net_population,29,hyang,hard,18309,1.011439337857889,-0.44667218488925897
damped_velocity_005,parent_net_population,29,coupa,positive_easy,11220,2.2993645748046188,-0.05071068704483439
damped_velocity_005,parent_net_population,29,deathCircle,positive_easy,4581,0.0001413754230128461,-3.7776217078899776e-06
damped_velocity_005,parent_net_population,29,gates,positive_easy,2923,0.6583025187679947,-0.018624532701470464
damped_velocity_005,parent_net_population,29,hyang,positive_easy,19679,0.3852659484066323,-0.010249793875084734
damped_velocity_005,parent_net_population,29,coupa,complete,24834,2.5252769446609813,-0.30079544970101857
