family,seed,head,recording,subset,rows,target_benefit_mean,target_harm_mean,predicted_benefit_mean,predicted_harm_mean,benefit_mse,harm_mse,actual_net_gain_mean,predicted_net_gain_mean,positive_harm_fraction
transformer,29,ridge,eth_hotel,ridge_benefit_clipped_to_zero,282,0.0063062317320352074,6.096744823423528,0.0,6.476291471762015,0.000564033781133785,2.712134510523305,-6.090438591691493,-6.476291471762015,0.8368794326241135
transformer,29,ridge,eth_hotel,eligible_conservative,395,0.0540561509446854,0.05036578012937131,0.07222455249557012,0.0012236032304884512,0.0205507060839275,0.093752080111493,0.003690370815314089,0.07100094926508167,0.4835443037974684
transformer,29,ridge,eth_hotel,eligible_moderate,483,0.04900967186947973,0.04499828798368107,0.06270289643403475,0.001879046669164306,0.017136585246021598,0.07688889727933662,0.004011383885798662,0.06082384976487044,0.4989648033126294
transformer,29,ridge,ucy_zara01,all,2234,0.008604896310820698,0.05363050657693372,0.015187146876260785,0.0999044020899514,0.0018434508499152414,0.010681655764160239,-0.04502561026611302,-0.08471725521369061,0.8200537153088631
transformer,29,ridge,ucy_zara01,ridge_harm_clipped_to_zero,318,0.010208627298575352,0.050375452075121924,0.022944163739001787,0.0,0.0016424286235534515,0.006474712090499679,-0.040166824776546574,0.022944163739001787,0.7578616352201258
transformer,29,ridge,ucy_zara01,ridge_benefit_clipped_to_zero,434,0.007262794091017522,0.04002314960932218,0.0,0.10658779136046836,0.0007976822688057219,0.013240094598217374,-0.032760355518304654,-0.10658779136046836,0.7788018433179723
transformer,29,ridge,ucy_zara01,eligible_conservative,246,0.008855056148486182,0.03583575044665746,0.037449614402300456,0.0029702470069978295,0.0017623173700647245,0.0042516433569283465,-0.02698069429817128,0.03447936739530263,0.6951219512195121
transformer,29,ridge,ucy_zara01,eligible_moderate,320,0.009159506032847275,0.037345802324466604,0.03546977971855085,0.005279340222477913,0.0017794769852135192,0.004493643826922762,-0.02818629629161933,0.03019043949607294,0.71875
transformer,29,ridge,ucy_zara02,all,5741,0.012668896062834795,0.4777527686396468,0.025204389395659145,0.47396512409262365,0.0048308255816455,0.14477608629924446,-0.46508387257681194,-0.44876073469696454,0.84549730012193
transformer,29,ridge,ucy_zara02,ridge_harm_clipped_to_zero,259,0.025781205140187273,0.048457715121407105,0.032779893690439724,0.0,0.004738313601177875,0.015354454020609684,-0.022676509981219832,0.032779893690439724,0.7065637065637066
