view_action,policy,count,predicted_easy_harm_sum,actual_easy_harm_sum,predicted_easy_denominator_sum,actual_easy_denominator_sum,predicted_positive_easy_harm_ratio_percent,observed_positive_easy_harm_ratio_percent
coupa_seed29__transformer,joint_easy_moment,25,0.7456824200666574,0.11494514438581671,45.38646257007785,69.31319190279527,1.6429621914580912,0.16583444107871362
coupa_seed29__transformer,product_easy_marginals,28,0.9497417996509635,0.0,53.103085469823945,87.62145505535653,1.7884870365784271,0.0
coupa_seed29__transformer,matched_joint,25,0.7456824200666574,0.11494514438581671,45.38646257007785,69.31319190279527,1.6429621914580912,0.16583444107871362
coupa_seed29__transformer,matched_product,26,0.9324297961123326,0.0,51.443821966911706,87.62145505535653,1.8125204552493488,0.0
deathCircle_seed29__transformer,net_stop,12838,1915.9922741040489,782.3279421799556,2817.065381149265,1807.498676190269,68.0137666283908,43.28235215247276
deathCircle_seed29__transformer,strict_stop,2982,354.0249328495944,105.29890092677944,484.90605328078607,274.5230673454824,73.00897368765067,38.35703205015652
deathCircle_seed29__transformer,joint_easy_moment,96,0.5019833122968717,0.0,34.82375307170218,31.543712049278923,1.4414968750303478,0.0
deathCircle_seed29__transformer,product_easy_marginals,358,2.7550340102405375,1.024378193476899,103.82166117168472,52.10248508455943,2.653621584502173,1.96608317590685
deathCircle_seed29__transformer,matched_joint,96,0.5019833122968717,0.0,34.82375307170218,31.543712049278923,1.4414968750303478,0.0
deathCircle_seed29__transformer,matched_product,105,1.2195833530699098,0.7348250072458331,38.948179383549885,38.2146011383278,3.131297463380309,1.9228906893099331
gates_seed29__transformer,net_stop,9905,1807.2167346897918,1331.1495538686447,2745.53234764394,1984.8017011849029,65.82390975071348,67.06713084102881
gates_seed29__transformer,strict_stop,558,80.75017187056079,36.02557648584492,197.1915958225885,162.199942887719,40.950108210093795,22.210597515920952
gates_seed29__transformer,joint_easy_moment,0,0.0,0.0,0.0,0.0,,
gates_seed29__transformer,product_easy_marginals,10,0.2649504963903211,0.0,4.492637723734409,0.0,5.897437378282233,
gates_seed29__transformer,matched_joint,0,0.0,0.0,0.0,0.0,,
gates_seed29__transformer,matched_product,0,0.0,0.0,0.0,0.0,,
hyang_seed29__transformer,net_stop,44632,6566.774226038555,7792.044923096878,9921.623414874335,16756.823263895552,66.1864893621517,46.50072869053712
hyang_seed29__transformer,strict_stop,3706,499.3922523195886,518.4023913075127,1334.628397204066,1574.5354743405612,37.41807482635416,32.92414809038376
hyang_seed29__transformer,joint_easy_moment,117,0.7639882863645853,0.4601713607462754,54.20757449967217,115.08705450711948,1.4093755225465874,0.3998463273884627
hyang_seed29__transformer,product_easy_marginals,268,2.7312036905021357,1.0995224641961292,114.00118570406458,204.1026253034326,2.395767792794771,0.5387105935367101
hyang_seed29__transformer,matched_joint,117,0.7639882863645853,0.4601713607462754,54.20757449967217,115.08705450711948,1.4093755225465874,0.3998463273884627
hyang_seed29__transformer,matched_product,113,1.6673623710568304,0.0,55.36333910147586,72.50008738017235,3.011672341512332,0.0
coupa_seed43__transformer,net_stop,11275,3009.6971853735413,2797.5157211257265,7104.162017051756,6699.599229523468,42.36526670069629,41.756463712004894
coupa_seed43__transformer,strict_stop,2896,464.2343438789876,314.9911820852715,2411.991823931744,1666.4333959768949,19.246928587106385,18.902116510970284
coupa_seed43__transformer,joint_easy_moment,252,6.433145340656008,2.4627023915971353,406.2861459541725,591.4119307311394,1.5834025857681207,0.4164106714168909
coupa_seed43__transformer,product_easy_marginals,280,7.1720015565641155,2.4627023915971353,432.8423839925175,593.400556345412,1.6569545455345465,0.41501518076832117
coupa_seed43__transformer,matched_joint,252,6.433145340656008,2.4627023915971353,406.2861459541725,591.4119307311394,1.5834025857681207,0.4164106714168909
coupa_seed43__transformer,matched_product,254,6.828170544315892,2.217957214885738,405.0813689253798,562.2491382394612,1.6856293742736195,0.39447943341108554
deathCircle_seed43__transformer,net_stop,12636,1616.0089578930683,806.337539059348,2557.758801656229,1796.1110011817925,63.180662572508865,44.89352487283914
deathCircle_seed43__transformer,strict_stop,3539,282.43073998037255,102.41987811662524,432.5900211207238,294.8542774384761,65.28831600152746,34.73576134163291
deathCircle_seed43__transformer,joint_easy_moment,138,0.5055919361339377,1.310520220198171,38.142412458840745,31.683317885332055,1.325537383560935,4.136309918491468
deathCircle_seed43__transformer,product_easy_marginals,375,1.7249912280539896,1.8827538313722867,75.9255835936645,54.775848085860446,2.271949909908798,3.437197044254055
deathCircle_seed43__transformer,matched_joint,138,0.5055919361339377,1.310520220198171,38.142412458840745,31.683317885332055,1.325537383560935,4.136309918491468
deathCircle_seed43__transformer,matched_product,143,0.8460229516020905,0.6466195069018776,31.395737768213948,40.78569115480247,2.6947063892813863,1.5854077461814422
gates_seed43__transformer,net_stop,10393,2130.44137339495,1428.9929792968346,3128.090916185629,2241.4808577481253,68.10676001683463,63.752183042618256
gates_seed43__transformer,strict_stop,867,180.46032914258467,81.73800611807911,240.1246386205188,179.658275495071,75.15277490027808,45.49637688152118
gates_seed43__transformer,joint_easy_moment,3,0.03786977720871583,0.0,2.209687107809237,3.9999999701976776,1.7138072207092383,0.0
gates_seed43__transformer,product_easy_marginals,16,0.29322400932204684,3.1157219165039636,7.382155772644291,12.83979680971373,3.972064778267526,24.26613101966549
gates_seed43__transformer,matched_joint,3,0.03786977720871583,0.0,2.209687107809237,3.9999999701976776,1.7138072207092383,0.0
gates_seed43__transformer,matched_product,3,0.07126582634163897,3.1157219165039636,1.049122091869231,0.666666604578495,6.792901121228318,467.35833100173096
hyang_seed43__transformer,net_stop,41794,7211.943525624256,8898.252246999384,8898.06977856391,15783.60388211131,81.05065149071258,56.37655578194287
hyang_seed43__transformer,strict_stop,3853,818.2611427714473,713.6050843368706,1201.0039764682272,1371.8585598430761,68.13142660673735,52.01739488497257
hyang_seed43__transformer,joint_easy_moment,62,0.5746609739075272,0.1229122297992795,35.35613212459754,51.458439985711635,1.6253502274580849,0.2388572794538822
hyang_seed43__transformer,product_easy_marginals,261,3.8445446210832044,4.0029215181583435,120.65962788622494,151.3344829655926,3.186272565591192,2.6450822309073123
hyang_seed43__transformer,matched_joint,62,0.5746609739075272,0.1229122297992795,35.35613212459754,51.458439985711635,1.6253502274580849,0.2388572794538822
hyang_seed43__transformer,matched_product,61,1.306846384071883,0.0,29.0779240853681,14.465644614161103,4.49429051480839,0.0
coupa_seed17__eqmotion,net_stop,12805,3913.6358581780632,3556.351370982447,8349.914132514576,7902.4886673759975,46.87037251004008,45.0029290856715
coupa_seed17__eqmotion,strict_stop,2314,379.1112113754767,79.38945676649487,2331.318256625711,1895.9027165788452,16.261666990254362,4.187422491263322
coupa_seed17__eqmotion,joint_easy_moment,0,0.0,0.0,0.0,0.0,,
coupa_seed17__eqmotion,product_easy_marginals,0,0.0,0.0,0.0,0.0,,
coupa_seed17__eqmotion,matched_joint,0,0.0,0.0,0.0,0.0,,
coupa_seed17__eqmotion,matched_product,0,0.0,0.0,0.0,0.0,,
deathCircle_seed17__eqmotion,net_stop,19733,4555.171823018329,2845.2013919203264,4062.961525729826,3193.075621480995,112.11456948758794,89.10535575103857
deathCircle_seed17__eqmotion,strict_stop,665,85.2477800205296,79.98245289161873,142.78456978834413,149.38936924791727,59.70377621818391,53.539588053876074
deathCircle_seed17__eqmotion,joint_easy_moment,1,0.03909741842520451,0.0,1.9743258709101594,2.0833333022892475,1.9802920582295107,0.0
deathCircle_seed17__eqmotion,product_easy_marginals,22,0.5331794329710621,0.0,10.802136964805149,3.7500000186264515,4.935869955252689,0.0
