policy,seed,subset,site,rows,model_error,reference_error,absolute_harm,gain_percent,model_p95,model_p99,reference_p95,status
eqmotion__matched_joint,29,complete,hyang,76409,16.87448366853038,16.87458958863734,-0.00010592010695731346,0.0006276899737422958,51.00479833178511,91.37704807716683,51.00479833178511,defined
eqmotion__matched_joint,29,zero_CV,coupa,2463,0.0,0.0,0.0,,0.0,0.0,0.0,zero_reference_percentage_undefined
eqmotion__matched_joint,29,zero_CV,deathCircle,2984,0.0,0.0,0.0,,0.0,0.0,0.0,zero_reference_percentage_undefined
eqmotion__matched_joint,29,zero_CV,gates,1565,0.0,0.0,0.0,,0.0,0.0,0.0,zero_reference_percentage_undefined
eqmotion__matched_joint,29,zero_CV,hyang,4554,0.0,0.0,0.0,,0.0,0.0,0.0,zero_reference_percentage_undefined
eqmotion__matched_joint,29,positive_easy,coupa,11220,2.2054217761071366,2.2054217761071366,0.0,0.0,5.688593111585037,6.125000007450581,5.688593111585037,defined
eqmotion__matched_joint,29,positive_easy,deathCircle,4581,2.6711437468676054,2.6720498000786166,-0.0009060532110112263,0.0339085450796861,4.73875633966901,4.964727692325079,4.73875633966901,defined
eqmotion__matched_joint,29,positive_easy,gates,2923,2.8270587560820597,2.8291753670221667,-0.0021166109401069555,0.07481370595753267,5.050768113241588,5.230939722866429,5.050768113241588,defined
eqmotion__matched_joint,29,positive_easy,hyang,19679,2.660091371534728,2.6604463533503466,-0.0003549818156187712,0.013342942065786012,5.0852898573061935,5.289945462088267,5.0852898573061935,defined
eqmotion__matched_joint,29,hard,coupa,4416,42.671640735975274,42.671640735975274,0.0,0.0,83.68020660994014,117.51461239101063,83.68020660994014,defined
eqmotion__matched_joint,29,hard,deathCircle,12715,56.32319009010599,56.32319009010599,0.0,0.0,131.7154986698712,384.3017765189178,131.7154986698712,defined
eqmotion__matched_joint,29,hard,gates,6404,45.072436876713674,45.072436876713674,0.0,0.0,100.44817818608435,162.71421020469313,100.44817818608435,defined
eqmotion__matched_joint,29,hard,hyang,18309,44.16203406081268,44.16203406081268,0.0,0.0,88.51562033239446,159.51821920567963,88.51562033239446,defined
eqmotion__matched_joint,43,all,coupa,27778,11.908080748382512,11.908205875359586,-0.00012512697707478537,0.001050762628596047,45.2720158430477,77.69192946370413,45.2720158430477,defined
