baseline_FDE,count,false_intervention_rate,horizon,improvement,intervention_rate,latent_enabled,model,model_FDE,oracle_labels_used_as_inputs,physical_validity,residual_clip,smc_enabled,subset,threshold,trial_id
5.16106973024446,17,0.23529411764705882,100,0.0114760269479769,1.0,False,t100_diagnostic_model,5.101841154939787,False,preserved_by_bounded_residual,0.25,False,all,0.36,10
0.3003835123796306,51,0.43137254901960786,50,0.04896442245038805,0.43137254901960786,False,t100_diagnostic_model,0.285675407182343,False,preserved_by_bounded_residual,0.25,False,easy,0.36,10
1.182493621672914,4,1.0,100,0.048250862717596765,1.0,False,t100_diagnostic_model,1.1254372842691405,False,preserved_by_bounded_residual,0.25,False,easy,0.36,10
3.1065663971471946,105,0.20952380952380953,50,0.009176227786756534,0.7238095238095238,False,t100_diagnostic_model,3.0780598362522884,False,preserved_by_bounded_residual,0.25,False,hard,0.36,10
5.16106973024446,17,0.23529411764705882,100,0.0114760269479769,1.0,False,t100_diagnostic_model,5.101841154939787,False,preserved_by_bounded_residual,0.25,False,hard,0.36,10
7.0874100229705705,41,0.0,50,0.0058721312203486855,1.0,False,t100_diagnostic_model,7.045791821303273,False,preserved_by_bounded_residual,0.25,False,baseline_failure,0.36,10
7.999764244713486,8,0.0,100,0.00789362952398513,1.0,False,t100_diagnostic_model,7.936617069486495,False,preserved_by_bounded_residual,0.25,False,baseline_failure,0.36,10
7.0874100229705705,41,0.0,50,0.0058721312203486855,1.0,False,t100_diagnostic_model,7.045791821303273,False,preserved_by_bounded_residual,0.25,False,correction_needed,0.36,10
7.999764244713486,8,0.0,100,0.00789362952398513,1.0,False,t100_diagnostic_model,7.936617069486495,False,preserved_by_bounded_residual,0.25,False,correction_needed,0.36,10
3.1065663971471946,105,0.06666666666666667,50,0.0015445872212061995,0.3142857142857143,False,t50_conservative_high_threshold,3.1017680343883325,False,preserved_by_bounded_residual,0.25,False,all,0.52,11
