model,dataset,subset,horizon,FDE,ADE,baseline_FDE,baseline_ADE,improvement,episodes,alpha,residual_magnitude,physical_validity,trial_id,alpha_regularization,residual_clip,hard_failure_weight,t100_weight,interaction_mode,scene_goal_mode
scene_only,eth_ucy_ewap,ge5,5,1.615953,1.615953,1.604352,1.604352,-0.007231,132,0.75,0.0375,0.9625,4,low,0.05,1,1,none,none
scene_only,eth_ucy_ewap,ge5,10,2.688843,2.688843,2.674885,2.674885,-0.005218,104,0.75,0.0375,0.9625,4,low,0.05,1,1,none,none
scene_only,eth_ucy_ewap,ge5,25,2.478616,2.478616,2.466785,2.466785,-0.004796,43,0.75,0.0375,0.9625,4,low,0.05,1,1,none,none
scene_only,eth_ucy_ewap,ge5,50,2.847544,2.847544,2.821185,2.821185,-0.009343,21,0.75,0.0375,0.9625,4,low,0.05,1,1,none,none
scene_only,eth_ucy_ewap,goalbench_official,1,0.359112,0.359112,0.346507,0.346507,-0.036379,154,0.75,0.0375,0.9625,4,low,0.05,1,1,none,none
scene_only,eth_ucy_ewap,goalbench_official,5,1.615953,1.615953,1.604352,1.604352,-0.007231,132,0.75,0.0375,0.9625,4,low,0.05,1,1,none,none
scene_only,eth_ucy_ewap,goalbench_official,10,2.688843,2.688843,2.674885,2.674885,-0.005218,104,0.75,0.0375,0.9625,4,low,0.05,1,1,none,none
scene_only,eth_ucy_ewap,goalbench_official,25,2.478616,2.478616,2.466785,2.466785,-0.004796,43,0.75,0.0375,0.9625,4,low,0.05,1,1,none,none
scene_only,eth_ucy_ewap,goalbench_official,50,2.847544,2.847544,2.821185,2.821185,-0.009343,21,0.75,0.0375,0.9625,4,low,0.05,1,1,none,none
scene_only,eth_ucy_ewap,hard,1,0.359112,0.359112,0.346507,0.346507,-0.036379,154,0.75,0.0375,0.9625,4,low,0.05,1,1,none,none
scene_only,eth_ucy_ewap,hard,5,1.615953,1.615953,1.604352,1.604352,-0.007231,132,0.75,0.0375,0.9625,4,low,0.05,1,1,none,none
scene_only,eth_ucy_ewap,hard,10,2.688843,2.688843,2.674885,2.674885,-0.005218,104,0.75,0.0375,0.9625,4,low,0.05,1,1,none,none
scene_only,eth_ucy_ewap,hard,25,2.478616,2.478616,2.466785,2.466785,-0.004796,43,0.75,0.0375,0.9625,4,low,0.05,1,1,none,none
scene_only,eth_ucy_ewap,hard,50,2.847544,2.847544,2.821185,2.821185,-0.009343,21,0.75,0.0375,0.9625,4,low,0.05,1,1,none,none
scene_only,eth_ucy_ewap,verified_t50,50,2.847544,2.847544,2.821185,2.821185,-0.009343,21,0.75,0.0375,0.9625,4,low,0.05,1,1,none,none
scene_only,eth_ucy_ewap_stage14,all,1,0.583999,0.583999,0.60757,0.60757,0.038796,13,0.75,0.0375,0.9625,4,low,0.05,1,1,none,none
scene_only,eth_ucy_ewap_stage14,all,5,2.913603,2.913603,2.937948,2.937948,0.008286,13,0.75,0.0375,0.9625,4,low,0.05,1,1,none,none
scene_only,eth_ucy_ewap_stage14,all,10,5.541291,5.541291,5.566892,5.566892,0.004599,13,0.75,0.0375,0.9625,4,low,0.05,1,1,none,none
scene_only,eth_ucy_ewap_stage14,all,25,5.796408,5.796408,5.813266,5.813266,0.0029,13,0.75,0.0375,0.9625,4,low,0.05,1,1,none,none
scene_only,eth_ucy_ewap_stage14,all,50,4.295669,4.295669,4.312465,4.312465,0.003895,13,0.75,0.0375,0.9625,4,low,0.05,1,1,none,none
scene_only,eth_ucy_ewap_stage14,all,100,5.887784,5.887784,5.923605,5.923605,0.006047,13,0.75,0.0375,0.9625,4,low,0.05,1,1,none,none
scene_only,eth_ucy_ewap_stage14,easy,1,0.583999,0.583999,0.60757,0.60757,0.038796,13,0.75,0.0375,0.9625,4,low,0.05,1,1,none,none
scene_only,eth_ucy_ewap_stage14,easy,5,2.913603,2.913603,2.937948,2.937948,0.008286,13,0.75,0.0375,0.9625,4,low,0.05,1,1,none,none
scene_only,eth_ucy_ewap_stage14,easy,10,5.541291,5.541291,5.566892,5.566892,0.004599,13,0.75,0.0375,0.9625,4,low,0.05,1,1,none,none
scene_only,eth_ucy_ewap_stage14,easy,25,5.796408,5.796408,5.813266,5.813266,0.0029,13,0.75,0.0375,0.9625,4,low,0.05,1,1,none,none
scene_only,eth_ucy_ewap_stage14,easy,50,4.295669,4.295669,4.312465,4.312465,0.003895,13,0.75,0.0375,0.9625,4,low,0.05,1,1,none,none
scene_only,eth_ucy_ewap_stage14,easy,100,5.887784,5.887784,5.923605,5.923605,0.006047,13,0.75,0.0375,0.9625,4,low,0.05,1,1,none,none
scene_only,eth_ucy_ewap_stage14,ge5,1,0.583999,0.583999,0.60757,0.60757,0.038796,13,0.75,0.0375,0.9625,4,low,0.05,1,1,none,none
scene_only,eth_ucy_ewap_stage14,ge5,5,2.913603,2.913603,2.937948,2.937948,0.008286,13,0.75,0.0375,0.9625,4,low,0.05,1,1,none,none
scene_only,eth_ucy_ewap_stage14,ge5,10,5.541291,5.541291,5.566892,5.566892,0.004599,13,0.75,0.0375,0.9625,4,low,0.05,1,1,none,none
scene_only,eth_ucy_ewap_stage14,ge5,25,5.796408,5.796408,5.813266,5.813266,0.0029,13,0.75,0.0375,0.9625,4,low,0.05,1,1,none,none
scene_only,eth_ucy_ewap_stage14,ge5,50,4.295669,4.295669,4.312465,4.312465,0.003895,13,0.75,0.0375,0.9625,4,low,0.05,1,1,none,none
scene_only,eth_ucy_ewap_stage14,ge5,100,5.887784,5.887784,5.923605,5.923605,0.006047,13,0.75,0.0375,0.9625,4,low,0.05,1,1,none,none
scene_only,eth_ucy_ewap_stage14,verified_t100,100,5.887784,5.887784,5.923605,5.923605,0.006047,13,0.75,0.0375,0.9625,4,low,0.05,1,1,none,none
scene_only,eth_ucy_ewap_stage14,verified_t50,50,4.295669,4.295669,4.312465,4.312465,0.003895,13,0.75,0.0375,0.9625,4,low,0.05,1,1,none,none
scene_only,trajnet,all,1,0.301252,0.301252,0.291144,0.291144,-0.034717,30,0.75,0.037489,0.962511,4,low,0.05,1,1,none,none
scene_only,trajnet,all,5,1.425083,1.425083,1.422272,1.422272,-0.001976,30,0.75,0.037379,0.962621,4,low,0.05,1,1,none,none
scene_only,trajnet,all,10,2.832587,2.832587,2.832472,2.832472,-4.1e-05,30,0.75,0.037436,0.962564,4,low,0.05,1,1,none,none
scene_only,trajnet,baseline_failure,1,0.301252,0.301252,0.291144,0.291144,-0.034717,30,0.75,0.037489,0.962511,4,low,0.05,1,1,none,none
scene_only,trajnet,baseline_failure,5,1.425083,1.425083,1.422272,1.422272,-0.001976,30,0.75,0.037379,0.962621,4,low,0.05,1,1,none,none
scene_only,trajnet,baseline_failure,10,2.832587,2.832587,2.832472,2.832472,-4.1e-05,30,0.75,0.037436,0.962564,4,low,0.05,1,1,none,none
scene_only,trajnet,ge5,1,0.301252,0.301252,0.291144,0.291144,-0.034717,30,0.75,0.037489,0.962511,4,low,0.05,1,1,none,none
scene_only,trajnet,ge5,5,1.425083,1.425083,1.422272,1.422272,-0.001976,30,0.75,0.037379,0.962621,4,low,0.05,1,1,none,none
scene_only,trajnet,ge5,10,2.832587,2.832587,2.832472,2.832472,-4.1e-05,30,0.75,0.037436,0.962564,4,low,0.05,1,1,none,none
scene_only,trajnet,goalbench_official,1,0.301252,0.301252,0.291144,0.291144,-0.034717,30,0.75,0.037489,0.962511,4,low,0.05,1,1,none,none
scene_only,trajnet,goalbench_official,5,1.425083,1.425083,1.422272,1.422272,-0.001976,30,0.75,0.037379,0.962621,4,low,0.05,1,1,none,none
scene_only,trajnet,goalbench_official,10,2.832587,2.832587,2.832472,2.832472,-4.1e-05,30,0.75,0.037436,0.962564,4,low,0.05,1,1,none,none
scene_only,trajnet,hard,1,0.301252,0.301252,0.291144,0.291144,-0.034717,30,0.75,0.037489,0.962511,4,low,0.05,1,1,none,none
scene_only,trajnet,hard,5,1.425083,1.425083,1.422272,1.422272,-0.001976,30,0.75,0.037379,0.962621,4,low,0.05,1,1,none,none
scene_only,trajnet,hard,10,2.832587,2.832587,2.832472,2.832472,-4.1e-05,30,0.75,0.037436,0.962564,4,low,0.05,1,1,none,none
goal_only,aerialmpt,all,1,0.537355,0.537355,0.514499,0.514499,-0.044423,8,0.75,0.037498,0.962502,5,low,0.05,1,1,none,none
goal_only,aerialmpt,all,5,2.755389,2.755389,2.7401,2.7401,-0.00558,8,0.75,0.037274,0.962726,5,low,0.05,1,1,none,none
goal_only,aerialmpt,all,10,4.190596,4.190596,4.176528,4.176528,-0.003368,7,0.75,0.037319,0.962681,5,low,0.05,1,1,none,none
goal_only,aerialmpt,baseline_failure,1,0.537355,0.537355,0.514499,0.514499,-0.044423,8,0.75,0.037498,0.962502,5,low,0.05,1,1,none,none
goal_only,aerialmpt,baseline_failure,5,2.755389,2.755389,2.7401,2.7401,-0.00558,8,0.75,0.037274,0.962726,5,low,0.05,1,1,none,none
goal_only,aerialmpt,baseline_failure,10,4.190596,4.190596,4.176528,4.176528,-0.003368,7,0.75,0.037319,0.962681,5,low,0.05,1,1,none,none
goal_only,aerialmpt,ge5,1,0.537355,0.537355,0.514499,0.514499,-0.044423,8,0.75,0.037498,0.962502,5,low,0.05,1,1,none,none
goal_only,aerialmpt,ge5,5,2.755389,2.755389,2.7401,2.7401,-0.00558,8,0.75,0.037274,0.962726,5,low,0.05,1,1,none,none
goal_only,aerialmpt,ge5,10,4.190596,4.190596,4.176528,4.176528,-0.003368,7,0.75,0.037319,0.962681,5,low,0.05,1,1,none,none
goal_only,aerialmpt,goalbench_official,1,0.537355,0.537355,0.514499,0.514499,-0.044423,8,0.75,0.037498,0.962502,5,low,0.05,1,1,none,none
goal_only,aerialmpt,goalbench_official,5,2.755389,2.755389,2.7401,2.7401,-0.00558,8,0.75,0.037274,0.962726,5,low,0.05,1,1,none,none
goal_only,aerialmpt,goalbench_official,10,4.190596,4.190596,4.176528,4.176528,-0.003368,7,0.75,0.037319,0.962681,5,low,0.05,1,1,none,none
goal_only,aerialmpt,hard,1,0.537355,0.537355,0.514499,0.514499,-0.044423,8,0.75,0.037498,0.962502,5,low,0.05,1,1,none,none
goal_only,aerialmpt,hard,5,2.755389,2.755389,2.7401,2.7401,-0.00558,8,0.75,0.037274,0.962726,5,low,0.05,1,1,none,none
goal_only,aerialmpt,hard,10,4.190596,4.190596,4.176528,4.176528,-0.003368,7,0.75,0.037319,0.962681,5,low,0.05,1,1,none,none
goal_only,eth_ucy,all,1,0.311675,0.311675,0.299653,0.299653,-0.04012,30,0.75,0.03744,0.96256,5,low,0.05,1,1,none,none
goal_only,eth_ucy,all,5,1.538239,1.538239,1.529704,1.529704,-0.005579,28,0.75,0.036514,0.963486,5,low,0.05,1,1,none,none
goal_only,eth_ucy,all,10,3.07949,3.07949,3.077245,3.077245,-0.00073,25,0.75,0.0375,0.9625,5,low,0.05,1,1,none,none
goal_only,eth_ucy,baseline_failure,1,0.312199,0.312199,0.300267,0.300267,-0.039738,28,0.75,0.037436,0.962564,5,low,0.05,1,1,none,none
goal_only,eth_ucy,baseline_failure,5,1.579524,1.579524,1.571979,1.571979,-0.0048,26,0.75,0.036438,0.963562,5,low,0.05,1,1,none,none
goal_only,eth_ucy,baseline_failure,10,3.209923,3.209923,3.208317,3.208317,-0.0005,23,0.75,0.0375,0.9625,5,low,0.05,1,1,none,none
goal_only,eth_ucy,easy,1,0.430086,0.430086,0.410458,0.410458,-0.047817,3,0.75,0.0375,0.9625,5,low,0.05,1,1,none,none
goal_only,eth_ucy,easy,5,1.96401,1.96401,1.962682,1.962682,-0.000676,3,0.75,0.0375,0.9625,5,low,0.05,1,1,none,none
goal_only,eth_ucy,easy,10,3.965894,3.965894,3.960468,3.960468,-0.00137,3,0.75,0.0375,0.9625,5,low,0.05,1,1,none,none
goal_only,eth_ucy,ge5,1,0.283333,0.283333,0.270747,0.270747,-0.046486,20,0.75,0.03741,0.96259,5,low,0.05,1,1,none,none
goal_only,eth_ucy,ge5,5,1.391271,1.391271,1.382494,1.382494,-0.006349,20,0.75,0.03627,0.96373,5,low,0.05,1,1,none,none
goal_only,eth_ucy,ge5,10,2.779113,2.779113,2.776366,2.776366,-0.000989,19,0.75,0.0375,0.9625,5,low,0.05,1,1,none,none
goal_only,eth_ucy,goalbench_official,1,0.311675,0.311675,0.299653,0.299653,-0.04012,30,0.75,0.03744,0.96256,5,low,0.05,1,1,none,none
goal_only,eth_ucy,goalbench_official,5,1.538239,1.538239,1.529704,1.529704,-0.005579,28,0.75,0.036514,0.963486,5,low,0.05,1,1,none,none
goal_only,eth_ucy,goalbench_official,10,3.07949,3.07949,3.077245,3.077245,-0.00073,25,0.75,0.0375,0.9625,5,low,0.05,1,1,none,none
goal_only,eth_ucy,hard,1,0.308268,0.308268,0.296464,0.296464,-0.039813,27,0.75,0.037433,0.962567,5,low,0.05,1,1,none,none
goal_only,eth_ucy,hard,5,1.52247,1.52247,1.513668,1.513668,-0.005815,25,0.75,0.036396,0.963604,5,low,0.05,1,1,none,none
goal_only,eth_ucy,hard,10,3.028839,3.028839,3.026775,3.026775,-0.000682,22,0.75,0.0375,0.9625,5,low,0.05,1,1,none,none
goal_only,eth_ucy_ewap,all,1,0.359152,0.359152,0.346507,0.346507,-0.036495,154,0.75,0.036556,0.963444,5,low,0.05,1,1,none,none
goal_only,eth_ucy_ewap,all,5,1.614896,1.614896,1.604352,1.604352,-0.006572,132,0.75,0.037267,0.962733,5,low,0.05,1,1,none,none
goal_only,eth_ucy_ewap,all,10,2.684063,2.684063,2.674885,2.674885,-0.003431,104,0.75,0.0375,0.9625,5,low,0.05,1,1,none,none
goal_only,eth_ucy_ewap,all,25,2.477502,2.477502,2.466785,2.466785,-0.004345,43,0.75,0.0375,0.9625,5,low,0.05,1,1,none,none
goal_only,eth_ucy_ewap,all,50,2.846673,2.846673,2.821185,2.821185,-0.009035,21,0.75,0.0375,0.9625,5,low,0.05,1,1,none,none
goal_only,eth_ucy_ewap,baseline_failure,1,0.359152,0.359152,0.346507,0.346507,-0.036495,154,0.75,0.036556,0.963444,5,low,0.05,1,1,none,none
goal_only,eth_ucy_ewap,baseline_failure,5,1.614896,1.614896,1.604352,1.604352,-0.006572,132,0.75,0.037267,0.962733,5,low,0.05,1,1,none,none
goal_only,eth_ucy_ewap,baseline_failure,10,2.684063,2.684063,2.674885,2.674885,-0.003431,104,0.75,0.0375,0.9625,5,low,0.05,1,1,none,none
goal_only,eth_ucy_ewap,baseline_failure,25,2.477502,2.477502,2.466785,2.466785,-0.004345,43,0.75,0.0375,0.9625,5,low,0.05,1,1,none,none
goal_only,eth_ucy_ewap,baseline_failure,50,2.846673,2.846673,2.821185,2.821185,-0.009035,21,0.75,0.0375,0.9625,5,low,0.05,1,1,none,none
goal_only,eth_ucy_ewap,ge5,1,0.359152,0.359152,0.346507,0.346507,-0.036495,154,0.75,0.036556,0.963444,5,low,0.05,1,1,none,none
goal_only,eth_ucy_ewap,ge5,5,1.614896,1.614896,1.604352,1.604352,-0.006572,132,0.75,0.037267,0.962733,5,low,0.05,1,1,none,none
goal_only,eth_ucy_ewap,ge5,10,2.684063,2.684063,2.674885,2.674885,-0.003431,104,0.75,0.0375,0.9625,5,low,0.05,1,1,none,none
goal_only,eth_ucy_ewap,ge5,25,2.477502,2.477502,2.466785,2.466785,-0.004345,43,0.75,0.0375,0.9625,5,low,0.05,1,1,none,none
goal_only,eth_ucy_ewap,ge5,50,2.846673,2.846673,2.821185,2.821185,-0.009035,21,0.75,0.0375,0.9625,5,low,0.05,1,1,none,none
goal_only,eth_ucy_ewap,goalbench_official,1,0.359152,0.359152,0.346507,0.346507,-0.036495,154,0.75,0.036556,0.963444,5,low,0.05,1,1,none,none
goal_only,eth_ucy_ewap,goalbench_official,5,1.614896,1.614896,1.604352,1.604352,-0.006572,132,0.75,0.037267,0.962733,5,low,0.05,1,1,none,none
goal_only,eth_ucy_ewap,goalbench_official,10,2.684063,2.684063,2.674885,2.674885,-0.003431,104,0.75,0.0375,0.9625,5,low,0.05,1,1,none,none
goal_only,eth_ucy_ewap,goalbench_official,25,2.477502,2.477502,2.466785,2.466785,-0.004345,43,0.75,0.0375,0.9625,5,low,0.05,1,1,none,none
goal_only,eth_ucy_ewap,goalbench_official,50,2.846673,2.846673,2.821185,2.821185,-0.009035,21,0.75,0.0375,0.9625,5,low,0.05,1,1,none,none
goal_only,eth_ucy_ewap,hard,1,0.359152,0.359152,0.346507,0.346507,-0.036495,154,0.75,0.036556,0.963444,5,low,0.05,1,1,none,none
goal_only,eth_ucy_ewap,hard,5,1.614896,1.614896,1.604352,1.604352,-0.006572,132,0.75,0.037267,0.962733,5,low,0.05,1,1,none,none
goal_only,eth_ucy_ewap,hard,10,2.684063,2.684063,2.674885,2.674885,-0.003431,104,0.75,0.0375,0.9625,5,low,0.05,1,1,none,none
goal_only,eth_ucy_ewap,hard,25,2.477502,2.477502,2.466785,2.466785,-0.004345,43,0.75,0.0375,0.9625,5,low,0.05,1,1,none,none
goal_only,eth_ucy_ewap,hard,50,2.846673,2.846673,2.821185,2.821185,-0.009035,21,0.75,0.0375,0.9625,5,low,0.05,1,1,none,none
goal_only,eth_ucy_ewap,verified_t50,50,2.846673,2.846673,2.821185,2.821185,-0.009035,21,0.75,0.0375,0.9625,5,low,0.05,1,1,none,none
goal_only,eth_ucy_ewap_stage14,all,1,0.6207,0.6207,0.60757,0.60757,-0.021611,13,0.75,0.021274,0.978726,5,low,0.05,1,1,none,none
goal_only,eth_ucy_ewap_stage14,all,5,2.913824,2.913824,2.937948,2.937948,0.008211,13,0.75,0.0375,0.9625,5,low,0.05,1,1,none,none
goal_only,eth_ucy_ewap_stage14,all,10,5.541387,5.541387,5.566892,5.566892,0.004581,13,0.75,0.0375,0.9625,5,low,0.05,1,1,none,none
goal_only,eth_ucy_ewap_stage14,all,25,5.796265,5.796265,5.813266,5.813266,0.002924,13,0.75,0.0375,0.9625,5,low,0.05,1,1,none,none
goal_only,eth_ucy_ewap_stage14,all,50,4.295538,4.295538,4.312465,4.312465,0.003925,13,0.75,0.0375,0.9625,5,low,0.05,1,1,none,none
goal_only,eth_ucy_ewap_stage14,all,100,5.887788,5.887788,5.923605,5.923605,0.006047,13,0.75,0.0375,0.9625,5,low,0.05,1,1,none,none
goal_only,eth_ucy_ewap_stage14,easy,1,0.6207,0.6207,0.60757,0.60757,-0.021611,13,0.75,0.021274,0.978726,5,low,0.05,1,1,none,none
goal_only,eth_ucy_ewap_stage14,easy,5,2.913824,2.913824,2.937948,2.937948,0.008211,13,0.75,0.0375,0.9625,5,low,0.05,1,1,none,none
goal_only,eth_ucy_ewap_stage14,easy,10,5.541387,5.541387,5.566892,5.566892,0.004581,13,0.75,0.0375,0.9625,5,low,0.05,1,1,none,none
goal_only,eth_ucy_ewap_stage14,easy,25,5.796265,5.796265,5.813266,5.813266,0.002924,13,0.75,0.0375,0.9625,5,low,0.05,1,1,none,none
goal_only,eth_ucy_ewap_stage14,easy,50,4.295538,4.295538,4.312465,4.312465,0.003925,13,0.75,0.0375,0.9625,5,low,0.05,1,1,none,none
goal_only,eth_ucy_ewap_stage14,easy,100,5.887788,5.887788,5.923605,5.923605,0.006047,13,0.75,0.0375,0.9625,5,low,0.05,1,1,none,none
goal_only,eth_ucy_ewap_stage14,ge5,1,0.6207,0.6207,0.60757,0.60757,-0.021611,13,0.75,0.021274,0.978726,5,low,0.05,1,1,none,none
goal_only,eth_ucy_ewap_stage14,ge5,5,2.913824,2.913824,2.937948,2.937948,0.008211,13,0.75,0.0375,0.9625,5,low,0.05,1,1,none,none
goal_only,eth_ucy_ewap_stage14,ge5,10,5.541387,5.541387,5.566892,5.566892,0.004581,13,0.75,0.0375,0.9625,5,low,0.05,1,1,none,none
goal_only,eth_ucy_ewap_stage14,ge5,25,5.796265,5.796265,5.813266,5.813266,0.002924,13,0.75,0.0375,0.9625,5,low,0.05,1,1,none,none
goal_only,eth_ucy_ewap_stage14,ge5,50,4.295538,4.295538,4.312465,4.312465,0.003925,13,0.75,0.0375,0.9625,5,low,0.05,1,1,none,none
goal_only,eth_ucy_ewap_stage14,ge5,100,5.887788,5.887788,5.923605,5.923605,0.006047,13,0.75,0.0375,0.9625,5,low,0.05,1,1,none,none
goal_only,eth_ucy_ewap_stage14,verified_t100,100,5.887788,5.887788,5.923605,5.923605,0.006047,13,0.75,0.0375,0.9625,5,low,0.05,1,1,none,none
goal_only,eth_ucy_ewap_stage14,verified_t50,50,4.295538,4.295538,4.312465,4.312465,0.003925,13,0.75,0.0375,0.9625,5,low,0.05,1,1,none,none
goal_only,trajnet,all,1,0.307014,0.307014,0.291144,0.291144,-0.054509,30,0.75,0.036693,0.963307,5,low,0.05,1,1,none,none
goal_only,trajnet,all,5,1.42962,1.42962,1.422272,1.422272,-0.005166,30,0.75,0.037289,0.962711,5,low,0.05,1,1,none,none
goal_only,trajnet,all,10,2.832745,2.832745,2.832472,2.832472,-9.7e-05,30,0.75,0.037353,0.962647,5,low,0.05,1,1,none,none
goal_only,trajnet,baseline_failure,1,0.307014,0.307014,0.291144,0.291144,-0.054509,30,0.75,0.036693,0.963307,5,low,0.05,1,1,none,none
goal_only,trajnet,baseline_failure,5,1.42962,1.42962,1.422272,1.422272,-0.005166,30,0.75,0.037289,0.962711,5,low,0.05,1,1,none,none
goal_only,trajnet,baseline_failure,10,2.832745,2.832745,2.832472,2.832472,-9.7e-05,30,0.75,0.037353,0.962647,5,low,0.05,1,1,none,none
goal_only,trajnet,ge5,1,0.307014,0.307014,0.291144,0.291144,-0.054509,30,0.75,0.036693,0.963307,5,low,0.05,1,1,none,none
goal_only,trajnet,ge5,5,1.42962,1.42962,1.422272,1.422272,-0.005166,30,0.75,0.037289,0.962711,5,low,0.05,1,1,none,none
goal_only,trajnet,ge5,10,2.832745,2.832745,2.832472,2.832472,-9.7e-05,30,0.75,0.037353,0.962647,5,low,0.05,1,1,none,none
goal_only,trajnet,goalbench_official,1,0.307014,0.307014,0.291144,0.291144,-0.054509,30,0.75,0.036693,0.963307,5,low,0.05,1,1,none,none
goal_only,trajnet,goalbench_official,5,1.42962,1.42962,1.422272,1.422272,-0.005166,30,0.75,0.037289,0.962711,5,low,0.05,1,1,none,none
goal_only,trajnet,goalbench_official,10,2.832745,2.832745,2.832472,2.832472,-9.7e-05,30,0.75,0.037353,0.962647,5,low,0.05,1,1,none,none
goal_only,trajnet,hard,1,0.307014,0.307014,0.291144,0.291144,-0.054509,30,0.75,0.036693,0.963307,5,low,0.05,1,1,none,none
goal_only,trajnet,hard,5,1.42962,1.42962,1.422272,1.422272,-0.005166,30,0.75,0.037289,0.962711,5,low,0.05,1,1,none,none
goal_only,trajnet,hard,10,2.832745,2.832745,2.832472,2.832472,-9.7e-05,30,0.75,0.037353,0.962647,5,low,0.05,1,1,none,none
interaction_only,aerialmpt,all,1,0.538041,0.538041,0.514499,0.514499,-0.045755,8,0.75,0.03698,0.96302,6,low,0.05,1,1,none,none
interaction_only,aerialmpt,all,5,2.758251,2.758251,2.7401,2.7401,-0.006624,8,0.75,0.036213,0.963787,6,low,0.05,1,1,none,none
interaction_only,aerialmpt,all,10,4.192101,4.192101,4.176528,4.176528,-0.003729,7,0.75,0.0375,0.9625,6,low,0.05,1,1,none,none
interaction_only,aerialmpt,baseline_failure,1,0.538041,0.538041,0.514499,0.514499,-0.045755,8,0.75,0.03698,0.96302,6,low,0.05,1,1,none,none
interaction_only,aerialmpt,baseline_failure,5,2.758251,2.758251,2.7401,2.7401,-0.006624,8,0.75,0.036213,0.963787,6,low,0.05,1,1,none,none
interaction_only,aerialmpt,baseline_failure,10,4.192101,4.192101,4.176528,4.176528,-0.003729,7,0.75,0.0375,0.9625,6,low,0.05,1,1,none,none
interaction_only,aerialmpt,ge5,1,0.538041,0.538041,0.514499,0.514499,-0.045755,8,0.75,0.03698,0.96302,6,low,0.05,1,1,none,none
interaction_only,aerialmpt,ge5,5,2.758251,2.758251,2.7401,2.7401,-0.006624,8,0.75,0.036213,0.963787,6,low,0.05,1,1,none,none
interaction_only,aerialmpt,ge5,10,4.192101,4.192101,4.176528,4.176528,-0.003729,7,0.75,0.0375,0.9625,6,low,0.05,1,1,none,none
interaction_only,aerialmpt,goalbench_official,1,0.538041,0.538041,0.514499,0.514499,-0.045755,8,0.75,0.03698,0.96302,6,low,0.05,1,1,none,none
interaction_only,aerialmpt,goalbench_official,5,2.758251,2.758251,2.7401,2.7401,-0.006624,8,0.75,0.036213,0.963787,6,low,0.05,1,1,none,none
interaction_only,aerialmpt,goalbench_official,10,4.192101,4.192101,4.176528,4.176528,-0.003729,7,0.75,0.0375,0.9625,6,low,0.05,1,1,none,none
interaction_only,aerialmpt,hard,1,0.538041,0.538041,0.514499,0.514499,-0.045755,8,0.75,0.03698,0.96302,6,low,0.05,1,1,none,none
interaction_only,aerialmpt,hard,5,2.758251,2.758251,2.7401,2.7401,-0.006624,8,0.75,0.036213,0.963787,6,low,0.05,1,1,none,none
interaction_only,aerialmpt,hard,10,4.192101,4.192101,4.176528,4.176528,-0.003729,7,0.75,0.0375,0.9625,6,low,0.05,1,1,none,none
interaction_only,eth_ucy,all,1,0.313123,0.313123,0.299653,0.299653,-0.044952,30,0.75,0.0375,0.9625,6,low,0.05,1,1,none,none
interaction_only,eth_ucy,all,5,1.544864,1.544864,1.529704,1.529704,-0.00991,28,0.75,0.035314,0.964686,6,low,0.05,1,1,none,none
interaction_only,eth_ucy,all,10,3.083408,3.083408,3.077245,3.077245,-0.002003,25,0.75,0.0375,0.9625,6,low,0.05,1,1,none,none
interaction_only,eth_ucy,baseline_failure,1,0.313746,0.313746,0.300267,0.300267,-0.04489,28,0.75,0.0375,0.9625,6,low,0.05,1,1,none,none
interaction_only,eth_ucy,baseline_failure,5,1.586905,1.586905,1.571979,1.571979,-0.009495,26,0.75,0.035443,0.964557,6,low,0.05,1,1,none,none
interaction_only,eth_ucy,baseline_failure,10,3.213128,3.213128,3.208317,3.208317,-0.001499,23,0.75,0.0375,0.9625,6,low,0.05,1,1,none,none
interaction_only,eth_ucy,easy,1,0.426132,0.426132,0.410458,0.410458,-0.038186,3,0.75,0.0375,0.9625,6,low,0.05,1,1,none,none
interaction_only,eth_ucy,easy,5,1.988491,1.988491,1.962682,1.962682,-0.01315,3,0.75,0.0375,0.9625,6,low,0.05,1,1,none,none
interaction_only,eth_ucy,easy,10,3.967671,3.967671,3.960468,3.960468,-0.001819,3,0.75,0.0375,0.9625,6,low,0.05,1,1,none,none
interaction_only,eth_ucy,ge5,1,0.284695,0.284695,0.270747,0.270747,-0.051516,20,0.75,0.0375,0.9625,6,low,0.05,1,1,none,none
interaction_only,eth_ucy,ge5,5,1.397176,1.397176,1.382494,1.382494,-0.01062,20,0.75,0.034575,0.965425,6,low,0.05,1,1,none,none
interaction_only,eth_ucy,ge5,10,2.782445,2.782445,2.776366,2.776366,-0.00219,19,0.75,0.0375,0.9625,6,low,0.05,1,1,none,none
interaction_only,eth_ucy,goalbench_official,1,0.313123,0.313123,0.299653,0.299653,-0.044952,30,0.75,0.0375,0.9625,6,low,0.05,1,1,none,none
interaction_only,eth_ucy,goalbench_official,5,1.544864,1.544864,1.529704,1.529704,-0.00991,28,0.75,0.035314,0.964686,6,low,0.05,1,1,none,none
interaction_only,eth_ucy,goalbench_official,10,3.083408,3.083408,3.077245,3.077245,-0.002003,25,0.75,0.0375,0.9625,6,low,0.05,1,1,none,none
interaction_only,eth_ucy,hard,1,0.309871,0.309871,0.296464,0.296464,-0.045222,27,0.75,0.0375,0.9625,6,low,0.05,1,1,none,none
interaction_only,eth_ucy,hard,5,1.528433,1.528433,1.513668,1.513668,-0.009754,25,0.75,0.035052,0.964948,6,low,0.05,1,1,none,none
