model,dataset,subset,horizon,FDE,ADE,baseline_FDE,baseline_ADE,improvement,episodes,alpha,residual_magnitude,physical_validity,trial_id,alpha_regularization,residual_clip,hard_failure_weight,t100_weight,interaction_mode,scene_goal_mode
goal_interaction,eth_ucy,all,10,3.079744,3.079744,3.077245,3.077245,-0.000812,25,0.75,0.037337,0.962663,8,low,0.05,1,1,none,none
goal_interaction,eth_ucy,baseline_failure,1,0.312159,0.312159,0.300267,0.300267,-0.039607,28,0.75,0.037268,0.962732,8,low,0.05,1,1,none,none
goal_interaction,eth_ucy,baseline_failure,5,1.581099,1.581099,1.571979,1.571979,-0.005801,26,0.75,0.036942,0.963058,8,low,0.05,1,1,none,none
goal_interaction,eth_ucy,baseline_failure,10,3.210281,3.210281,3.208317,3.208317,-0.000612,23,0.75,0.037323,0.962677,8,low,0.05,1,1,none,none
goal_interaction,eth_ucy,easy,1,0.430194,0.430194,0.410458,0.410458,-0.048081,3,0.75,0.0375,0.9625,8,low,0.05,1,1,none,none
goal_interaction,eth_ucy,easy,5,1.970992,1.970992,1.962682,1.962682,-0.004234,3,0.75,0.0375,0.9625,8,low,0.05,1,1,none,none
goal_interaction,eth_ucy,easy,10,3.966868,3.966868,3.960468,3.960468,-0.001616,3,0.75,0.0375,0.9625,8,low,0.05,1,1,none,none
goal_interaction,eth_ucy,ge5,1,0.283099,0.283099,0.270747,0.270747,-0.045623,20,0.75,0.037333,0.962667,8,low,0.05,1,1,none,none
goal_interaction,eth_ucy,ge5,5,1.39224,1.39224,1.382494,1.382494,-0.007049,20,0.75,0.036941,0.963059,8,low,0.05,1,1,none,none
goal_interaction,eth_ucy,ge5,10,2.77887,2.77887,2.776366,2.776366,-0.000902,19,0.75,0.037285,0.962715,8,low,0.05,1,1,none,none
goal_interaction,eth_ucy,goalbench_official,1,0.311583,0.311583,0.299653,0.299653,-0.039812,30,0.75,0.037283,0.962717,8,low,0.05,1,1,none,none
goal_interaction,eth_ucy,goalbench_official,5,1.539473,1.539473,1.529704,1.529704,-0.006386,28,0.75,0.036982,0.963018,8,low,0.05,1,1,none,none
goal_interaction,eth_ucy,goalbench_official,10,3.079744,3.079744,3.077245,3.077245,-0.000812,25,0.75,0.037337,0.962663,8,low,0.05,1,1,none,none
goal_interaction,eth_ucy,hard,1,0.30817,0.30817,0.296464,0.296464,-0.039483,27,0.75,0.037259,0.962741,8,low,0.05,1,1,none,none
goal_interaction,eth_ucy,hard,5,1.523491,1.523491,1.513668,1.513668,-0.006489,25,0.75,0.03692,0.96308,8,low,0.05,1,1,none,none
goal_interaction,eth_ucy,hard,10,3.029051,3.029051,3.026775,3.026775,-0.000752,22,0.75,0.037315,0.962685,8,low,0.05,1,1,none,none
goal_interaction,eth_ucy_ewap,all,1,0.359795,0.359795,0.346507,0.346507,-0.03835,154,0.75,0.036255,0.963745,8,low,0.05,1,1,none,none
goal_interaction,eth_ucy_ewap,all,5,1.615107,1.615107,1.604352,1.604352,-0.006703,132,0.75,0.037301,0.962699,8,low,0.05,1,1,none,none
goal_interaction,eth_ucy_ewap,all,10,2.684204,2.684204,2.674885,2.674885,-0.003484,104,0.75,0.0375,0.9625,8,low,0.05,1,1,none,none
goal_interaction,eth_ucy_ewap,all,25,2.477602,2.477602,2.466785,2.466785,-0.004385,43,0.75,0.0375,0.9625,8,low,0.05,1,1,none,none
goal_interaction,eth_ucy_ewap,all,50,2.846725,2.846725,2.821185,2.821185,-0.009053,21,0.75,0.0375,0.9625,8,low,0.05,1,1,none,none
goal_interaction,eth_ucy_ewap,baseline_failure,1,0.359795,0.359795,0.346507,0.346507,-0.03835,154,0.75,0.036255,0.963745,8,low,0.05,1,1,none,none
goal_interaction,eth_ucy_ewap,baseline_failure,5,1.615107,1.615107,1.604352,1.604352,-0.006703,132,0.75,0.037301,0.962699,8,low,0.05,1,1,none,none
goal_interaction,eth_ucy_ewap,baseline_failure,10,2.684204,2.684204,2.674885,2.674885,-0.003484,104,0.75,0.0375,0.9625,8,low,0.05,1,1,none,none
goal_interaction,eth_ucy_ewap,baseline_failure,25,2.477602,2.477602,2.466785,2.466785,-0.004385,43,0.75,0.0375,0.9625,8,low,0.05,1,1,none,none
goal_interaction,eth_ucy_ewap,baseline_failure,50,2.846725,2.846725,2.821185,2.821185,-0.009053,21,0.75,0.0375,0.9625,8,low,0.05,1,1,none,none
goal_interaction,eth_ucy_ewap,ge5,1,0.359795,0.359795,0.346507,0.346507,-0.03835,154,0.75,0.036255,0.963745,8,low,0.05,1,1,none,none
goal_interaction,eth_ucy_ewap,ge5,5,1.615107,1.615107,1.604352,1.604352,-0.006703,132,0.75,0.037301,0.962699,8,low,0.05,1,1,none,none
goal_interaction,eth_ucy_ewap,ge5,10,2.684204,2.684204,2.674885,2.674885,-0.003484,104,0.75,0.0375,0.9625,8,low,0.05,1,1,none,none
goal_interaction,eth_ucy_ewap,ge5,25,2.477602,2.477602,2.466785,2.466785,-0.004385,43,0.75,0.0375,0.9625,8,low,0.05,1,1,none,none
goal_interaction,eth_ucy_ewap,ge5,50,2.846725,2.846725,2.821185,2.821185,-0.009053,21,0.75,0.0375,0.9625,8,low,0.05,1,1,none,none
goal_interaction,eth_ucy_ewap,goalbench_official,1,0.359795,0.359795,0.346507,0.346507,-0.03835,154,0.75,0.036255,0.963745,8,low,0.05,1,1,none,none
goal_interaction,eth_ucy_ewap,goalbench_official,5,1.615107,1.615107,1.604352,1.604352,-0.006703,132,0.75,0.037301,0.962699,8,low,0.05,1,1,none,none
goal_interaction,eth_ucy_ewap,goalbench_official,10,2.684204,2.684204,2.674885,2.674885,-0.003484,104,0.75,0.0375,0.9625,8,low,0.05,1,1,none,none
goal_interaction,eth_ucy_ewap,goalbench_official,25,2.477602,2.477602,2.466785,2.466785,-0.004385,43,0.75,0.0375,0.9625,8,low,0.05,1,1,none,none
goal_interaction,eth_ucy_ewap,goalbench_official,50,2.846725,2.846725,2.821185,2.821185,-0.009053,21,0.75,0.0375,0.9625,8,low,0.05,1,1,none,none
goal_interaction,eth_ucy_ewap,hard,1,0.359795,0.359795,0.346507,0.346507,-0.03835,154,0.75,0.036255,0.963745,8,low,0.05,1,1,none,none
goal_interaction,eth_ucy_ewap,hard,5,1.615107,1.615107,1.604352,1.604352,-0.006703,132,0.75,0.037301,0.962699,8,low,0.05,1,1,none,none
goal_interaction,eth_ucy_ewap,hard,10,2.684204,2.684204,2.674885,2.674885,-0.003484,104,0.75,0.0375,0.9625,8,low,0.05,1,1,none,none
goal_interaction,eth_ucy_ewap,hard,25,2.477602,2.477602,2.466785,2.466785,-0.004385,43,0.75,0.0375,0.9625,8,low,0.05,1,1,none,none
goal_interaction,eth_ucy_ewap,hard,50,2.846725,2.846725,2.821185,2.821185,-0.009053,21,0.75,0.0375,0.9625,8,low,0.05,1,1,none,none
goal_interaction,eth_ucy_ewap,verified_t50,50,2.846725,2.846725,2.821185,2.821185,-0.009053,21,0.75,0.0375,0.9625,8,low,0.05,1,1,none,none
goal_interaction,eth_ucy_ewap_stage14,all,1,0.619136,0.619136,0.60757,0.60757,-0.019036,13,0.75,0.024329,0.975671,8,low,0.05,1,1,none,none
goal_interaction,eth_ucy_ewap_stage14,all,5,2.913845,2.913845,2.937948,2.937948,0.008204,13,0.75,0.0375,0.9625,8,low,0.05,1,1,none,none
goal_interaction,eth_ucy_ewap_stage14,all,10,5.541321,5.541321,5.566892,5.566892,0.004593,13,0.75,0.0375,0.9625,8,low,0.05,1,1,none,none
goal_interaction,eth_ucy_ewap_stage14,all,25,5.796182,5.796182,5.813266,5.813266,0.002939,13,0.75,0.0375,0.9625,8,low,0.05,1,1,none,none
goal_interaction,eth_ucy_ewap_stage14,all,50,4.295594,4.295594,4.312465,4.312465,0.003912,13,0.75,0.0375,0.9625,8,low,0.05,1,1,none,none
goal_interaction,eth_ucy_ewap_stage14,all,100,5.88778,5.88778,5.923605,5.923605,0.006048,13,0.75,0.0375,0.9625,8,low,0.05,1,1,none,none
goal_interaction,eth_ucy_ewap_stage14,easy,1,0.619136,0.619136,0.60757,0.60757,-0.019036,13,0.75,0.024329,0.975671,8,low,0.05,1,1,none,none
goal_interaction,eth_ucy_ewap_stage14,easy,5,2.913845,2.913845,2.937948,2.937948,0.008204,13,0.75,0.0375,0.9625,8,low,0.05,1,1,none,none
goal_interaction,eth_ucy_ewap_stage14,easy,10,5.541321,5.541321,5.566892,5.566892,0.004593,13,0.75,0.0375,0.9625,8,low,0.05,1,1,none,none
goal_interaction,eth_ucy_ewap_stage14,easy,25,5.796182,5.796182,5.813266,5.813266,0.002939,13,0.75,0.0375,0.9625,8,low,0.05,1,1,none,none
goal_interaction,eth_ucy_ewap_stage14,easy,50,4.295594,4.295594,4.312465,4.312465,0.003912,13,0.75,0.0375,0.9625,8,low,0.05,1,1,none,none
goal_interaction,eth_ucy_ewap_stage14,easy,100,5.88778,5.88778,5.923605,5.923605,0.006048,13,0.75,0.0375,0.9625,8,low,0.05,1,1,none,none
goal_interaction,eth_ucy_ewap_stage14,ge5,1,0.619136,0.619136,0.60757,0.60757,-0.019036,13,0.75,0.024329,0.975671,8,low,0.05,1,1,none,none
goal_interaction,eth_ucy_ewap_stage14,ge5,5,2.913845,2.913845,2.937948,2.937948,0.008204,13,0.75,0.0375,0.9625,8,low,0.05,1,1,none,none
goal_interaction,eth_ucy_ewap_stage14,ge5,10,5.541321,5.541321,5.566892,5.566892,0.004593,13,0.75,0.0375,0.9625,8,low,0.05,1,1,none,none
goal_interaction,eth_ucy_ewap_stage14,ge5,25,5.796182,5.796182,5.813266,5.813266,0.002939,13,0.75,0.0375,0.9625,8,low,0.05,1,1,none,none
goal_interaction,eth_ucy_ewap_stage14,ge5,50,4.295594,4.295594,4.312465,4.312465,0.003912,13,0.75,0.0375,0.9625,8,low,0.05,1,1,none,none
goal_interaction,eth_ucy_ewap_stage14,ge5,100,5.88778,5.88778,5.923605,5.923605,0.006048,13,0.75,0.0375,0.9625,8,low,0.05,1,1,none,none
goal_interaction,eth_ucy_ewap_stage14,verified_t100,100,5.88778,5.88778,5.923605,5.923605,0.006048,13,0.75,0.0375,0.9625,8,low,0.05,1,1,none,none
goal_interaction,eth_ucy_ewap_stage14,verified_t50,50,4.295594,4.295594,4.312465,4.312465,0.003912,13,0.75,0.0375,0.9625,8,low,0.05,1,1,none,none
goal_interaction,trajnet,all,1,0.306845,0.306845,0.291144,0.291144,-0.053928,30,0.75,0.037079,0.962921,8,low,0.05,1,1,none,none
goal_interaction,trajnet,all,5,1.429978,1.429978,1.422272,1.422272,-0.005418,30,0.75,0.036775,0.963225,8,low,0.05,1,1,none,none
goal_interaction,trajnet,all,10,2.832749,2.832749,2.832472,2.832472,-9.8e-05,30,0.75,0.037382,0.962618,8,low,0.05,1,1,none,none
goal_interaction,trajnet,baseline_failure,1,0.306845,0.306845,0.291144,0.291144,-0.053928,30,0.75,0.037079,0.962921,8,low,0.05,1,1,none,none
goal_interaction,trajnet,baseline_failure,5,1.429978,1.429978,1.422272,1.422272,-0.005418,30,0.75,0.036775,0.963225,8,low,0.05,1,1,none,none
goal_interaction,trajnet,baseline_failure,10,2.832749,2.832749,2.832472,2.832472,-9.8e-05,30,0.75,0.037382,0.962618,8,low,0.05,1,1,none,none
goal_interaction,trajnet,ge5,1,0.306845,0.306845,0.291144,0.291144,-0.053928,30,0.75,0.037079,0.962921,8,low,0.05,1,1,none,none
goal_interaction,trajnet,ge5,5,1.429978,1.429978,1.422272,1.422272,-0.005418,30,0.75,0.036775,0.963225,8,low,0.05,1,1,none,none
goal_interaction,trajnet,ge5,10,2.832749,2.832749,2.832472,2.832472,-9.8e-05,30,0.75,0.037382,0.962618,8,low,0.05,1,1,none,none
goal_interaction,trajnet,goalbench_official,1,0.306845,0.306845,0.291144,0.291144,-0.053928,30,0.75,0.037079,0.962921,8,low,0.05,1,1,none,none
goal_interaction,trajnet,goalbench_official,5,1.429978,1.429978,1.422272,1.422272,-0.005418,30,0.75,0.036775,0.963225,8,low,0.05,1,1,none,none
goal_interaction,trajnet,goalbench_official,10,2.832749,2.832749,2.832472,2.832472,-9.8e-05,30,0.75,0.037382,0.962618,8,low,0.05,1,1,none,none
goal_interaction,trajnet,hard,1,0.306845,0.306845,0.291144,0.291144,-0.053928,30,0.75,0.037079,0.962921,8,low,0.05,1,1,none,none
goal_interaction,trajnet,hard,5,1.429978,1.429978,1.422272,1.422272,-0.005418,30,0.75,0.036775,0.963225,8,low,0.05,1,1,none,none
goal_interaction,trajnet,hard,10,2.832749,2.832749,2.832472,2.832472,-9.8e-05,30,0.75,0.037382,0.962618,8,low,0.05,1,1,none,none
scene_interaction,aerialmpt,all,1,0.538146,0.538146,0.514499,0.514499,-0.045961,8,0.75,0.0375,0.9625,9,low,0.05,1,1,none,none
scene_interaction,aerialmpt,all,5,2.752431,2.752431,2.7401,2.7401,-0.0045,8,0.75,0.0375,0.9625,9,low,0.05,1,1,none,none
scene_interaction,aerialmpt,all,10,4.18892,4.18892,4.176528,4.176528,-0.002967,7,0.75,0.037485,0.962515,9,low,0.05,1,1,none,none
scene_interaction,aerialmpt,baseline_failure,1,0.538146,0.538146,0.514499,0.514499,-0.045961,8,0.75,0.0375,0.9625,9,low,0.05,1,1,none,none
scene_interaction,aerialmpt,baseline_failure,5,2.752431,2.752431,2.7401,2.7401,-0.0045,8,0.75,0.0375,0.9625,9,low,0.05,1,1,none,none
scene_interaction,aerialmpt,baseline_failure,10,4.18892,4.18892,4.176528,4.176528,-0.002967,7,0.75,0.037485,0.962515,9,low,0.05,1,1,none,none
scene_interaction,aerialmpt,ge5,1,0.538146,0.538146,0.514499,0.514499,-0.045961,8,0.75,0.0375,0.9625,9,low,0.05,1,1,none,none
scene_interaction,aerialmpt,ge5,5,2.752431,2.752431,2.7401,2.7401,-0.0045,8,0.75,0.0375,0.9625,9,low,0.05,1,1,none,none
scene_interaction,aerialmpt,ge5,10,4.18892,4.18892,4.176528,4.176528,-0.002967,7,0.75,0.037485,0.962515,9,low,0.05,1,1,none,none
scene_interaction,aerialmpt,goalbench_official,1,0.538146,0.538146,0.514499,0.514499,-0.045961,8,0.75,0.0375,0.9625,9,low,0.05,1,1,none,none
scene_interaction,aerialmpt,goalbench_official,5,2.752431,2.752431,2.7401,2.7401,-0.0045,8,0.75,0.0375,0.9625,9,low,0.05,1,1,none,none
scene_interaction,aerialmpt,goalbench_official,10,4.18892,4.18892,4.176528,4.176528,-0.002967,7,0.75,0.037485,0.962515,9,low,0.05,1,1,none,none
scene_interaction,aerialmpt,hard,1,0.538146,0.538146,0.514499,0.514499,-0.045961,8,0.75,0.0375,0.9625,9,low,0.05,1,1,none,none
scene_interaction,aerialmpt,hard,5,2.752431,2.752431,2.7401,2.7401,-0.0045,8,0.75,0.0375,0.9625,9,low,0.05,1,1,none,none
scene_interaction,aerialmpt,hard,10,4.18892,4.18892,4.176528,4.176528,-0.002967,7,0.75,0.037485,0.962515,9,low,0.05,1,1,none,none
scene_interaction,eth_ucy,all,1,0.318555,0.318555,0.299653,0.299653,-0.06308,30,0.75,0.0375,0.9625,9,low,0.05,1,1,none,none
scene_interaction,eth_ucy,all,5,1.539578,1.539578,1.529704,1.529704,-0.006455,28,0.75,0.0375,0.9625,9,low,0.05,1,1,none,none
scene_interaction,eth_ucy,all,10,3.082279,3.082279,3.077245,3.077245,-0.001636,25,0.75,0.0375,0.9625,9,low,0.05,1,1,none,none
scene_interaction,eth_ucy,baseline_failure,1,0.31892,0.31892,0.300267,0.300267,-0.062123,28,0.75,0.0375,0.9625,9,low,0.05,1,1,none,none
scene_interaction,eth_ucy,baseline_failure,5,1.58097,1.58097,1.571979,1.571979,-0.00572,26,0.75,0.0375,0.9625,9,low,0.05,1,1,none,none
scene_interaction,eth_ucy,baseline_failure,10,3.211784,3.211784,3.208317,3.208317,-0.001081,23,0.75,0.0375,0.9625,9,low,0.05,1,1,none,none
scene_interaction,eth_ucy,easy,1,0.429657,0.429657,0.410458,0.410458,-0.046774,3,0.75,0.0375,0.9625,9,low,0.05,1,1,none,none
scene_interaction,eth_ucy,easy,5,1.970099,1.970099,1.962682,1.962682,-0.003779,3,0.75,0.0375,0.9625,9,low,0.05,1,1,none,none
scene_interaction,eth_ucy,easy,10,3.964268,3.964268,3.960468,3.960468,-0.000959,3,0.75,0.0375,0.9625,9,low,0.05,1,1,none,none
scene_interaction,eth_ucy,ge5,1,0.290853,0.290853,0.270747,0.270747,-0.074261,20,0.75,0.0375,0.9625,9,low,0.05,1,1,none,none
scene_interaction,eth_ucy,ge5,5,1.393383,1.393383,1.382494,1.382494,-0.007876,20,0.75,0.0375,0.9625,9,low,0.05,1,1,none,none
scene_interaction,eth_ucy,ge5,10,2.781821,2.781821,2.776366,2.776366,-0.001965,19,0.75,0.0375,0.9625,9,low,0.05,1,1,none,none
scene_interaction,eth_ucy,goalbench_official,1,0.318555,0.318555,0.299653,0.299653,-0.06308,30,0.75,0.0375,0.9625,9,low,0.05,1,1,none,none
scene_interaction,eth_ucy,goalbench_official,5,1.539578,1.539578,1.529704,1.529704,-0.006455,28,0.75,0.0375,0.9625,9,low,0.05,1,1,none,none
scene_interaction,eth_ucy,goalbench_official,10,3.082279,3.082279,3.077245,3.077245,-0.001636,25,0.75,0.0375,0.9625,9,low,0.05,1,1,none,none
scene_interaction,eth_ucy,hard,1,0.315358,0.315358,0.296464,0.296464,-0.06373,27,0.75,0.0375,0.9625,9,low,0.05,1,1,none,none
scene_interaction,eth_ucy,hard,5,1.523633,1.523633,1.513668,1.513668,-0.006583,25,0.75,0.0375,0.9625,9,low,0.05,1,1,none,none
scene_interaction,eth_ucy,hard,10,3.03188,3.03188,3.026775,3.026775,-0.001687,22,0.75,0.0375,0.9625,9,low,0.05,1,1,none,none
scene_interaction,eth_ucy_ewap,all,1,0.359103,0.359103,0.346507,0.346507,-0.036354,154,0.75,0.0375,0.9625,9,low,0.05,1,1,none,none
scene_interaction,eth_ucy_ewap,all,5,1.615698,1.615698,1.604352,1.604352,-0.007072,132,0.75,0.0375,0.9625,9,low,0.05,1,1,none,none
scene_interaction,eth_ucy_ewap,all,10,2.687295,2.687295,2.674885,2.674885,-0.00464,104,0.75,0.036668,0.963332,9,low,0.05,1,1,none,none
scene_interaction,eth_ucy_ewap,all,25,2.479835,2.479835,2.466785,2.466785,-0.00529,43,0.75,0.0375,0.9625,9,low,0.05,1,1,none,none
scene_interaction,eth_ucy_ewap,all,50,2.848293,2.848293,2.821185,2.821185,-0.009609,21,0.75,0.0375,0.9625,9,low,0.05,1,1,none,none
scene_interaction,eth_ucy_ewap,baseline_failure,1,0.359103,0.359103,0.346507,0.346507,-0.036354,154,0.75,0.0375,0.9625,9,low,0.05,1,1,none,none
scene_interaction,eth_ucy_ewap,baseline_failure,5,1.615698,1.615698,1.604352,1.604352,-0.007072,132,0.75,0.0375,0.9625,9,low,0.05,1,1,none,none
scene_interaction,eth_ucy_ewap,baseline_failure,10,2.687295,2.687295,2.674885,2.674885,-0.00464,104,0.75,0.036668,0.963332,9,low,0.05,1,1,none,none
scene_interaction,eth_ucy_ewap,baseline_failure,25,2.479835,2.479835,2.466785,2.466785,-0.00529,43,0.75,0.0375,0.9625,9,low,0.05,1,1,none,none
scene_interaction,eth_ucy_ewap,baseline_failure,50,2.848293,2.848293,2.821185,2.821185,-0.009609,21,0.75,0.0375,0.9625,9,low,0.05,1,1,none,none
scene_interaction,eth_ucy_ewap,ge5,1,0.359103,0.359103,0.346507,0.346507,-0.036354,154,0.75,0.0375,0.9625,9,low,0.05,1,1,none,none
scene_interaction,eth_ucy_ewap,ge5,5,1.615698,1.615698,1.604352,1.604352,-0.007072,132,0.75,0.0375,0.9625,9,low,0.05,1,1,none,none
scene_interaction,eth_ucy_ewap,ge5,10,2.687295,2.687295,2.674885,2.674885,-0.00464,104,0.75,0.036668,0.963332,9,low,0.05,1,1,none,none
scene_interaction,eth_ucy_ewap,ge5,25,2.479835,2.479835,2.466785,2.466785,-0.00529,43,0.75,0.0375,0.9625,9,low,0.05,1,1,none,none
scene_interaction,eth_ucy_ewap,ge5,50,2.848293,2.848293,2.821185,2.821185,-0.009609,21,0.75,0.0375,0.9625,9,low,0.05,1,1,none,none
scene_interaction,eth_ucy_ewap,goalbench_official,1,0.359103,0.359103,0.346507,0.346507,-0.036354,154,0.75,0.0375,0.9625,9,low,0.05,1,1,none,none
scene_interaction,eth_ucy_ewap,goalbench_official,5,1.615698,1.615698,1.604352,1.604352,-0.007072,132,0.75,0.0375,0.9625,9,low,0.05,1,1,none,none
scene_interaction,eth_ucy_ewap,goalbench_official,10,2.687295,2.687295,2.674885,2.674885,-0.00464,104,0.75,0.036668,0.963332,9,low,0.05,1,1,none,none
scene_interaction,eth_ucy_ewap,goalbench_official,25,2.479835,2.479835,2.466785,2.466785,-0.00529,43,0.75,0.0375,0.9625,9,low,0.05,1,1,none,none
scene_interaction,eth_ucy_ewap,goalbench_official,50,2.848293,2.848293,2.821185,2.821185,-0.009609,21,0.75,0.0375,0.9625,9,low,0.05,1,1,none,none
scene_interaction,eth_ucy_ewap,hard,1,0.359103,0.359103,0.346507,0.346507,-0.036354,154,0.75,0.0375,0.9625,9,low,0.05,1,1,none,none
scene_interaction,eth_ucy_ewap,hard,5,1.615698,1.615698,1.604352,1.604352,-0.007072,132,0.75,0.0375,0.9625,9,low,0.05,1,1,none,none
scene_interaction,eth_ucy_ewap,hard,10,2.687295,2.687295,2.674885,2.674885,-0.00464,104,0.75,0.036668,0.963332,9,low,0.05,1,1,none,none
scene_interaction,eth_ucy_ewap,hard,25,2.479835,2.479835,2.466785,2.466785,-0.00529,43,0.75,0.0375,0.9625,9,low,0.05,1,1,none,none
scene_interaction,eth_ucy_ewap,hard,50,2.848293,2.848293,2.821185,2.821185,-0.009609,21,0.75,0.0375,0.9625,9,low,0.05,1,1,none,none
scene_interaction,eth_ucy_ewap,verified_t50,50,2.848293,2.848293,2.821185,2.821185,-0.009609,21,0.75,0.0375,0.9625,9,low,0.05,1,1,none,none
scene_interaction,eth_ucy_ewap_stage14,all,1,0.583899,0.583899,0.60757,0.60757,0.038961,13,0.75,0.0375,0.9625,9,low,0.05,1,1,none,none
scene_interaction,eth_ucy_ewap_stage14,all,5,2.913606,2.913606,2.937948,2.937948,0.008285,13,0.75,0.0375,0.9625,9,low,0.05,1,1,none,none
scene_interaction,eth_ucy_ewap_stage14,all,10,5.541271,5.541271,5.566892,5.566892,0.004602,13,0.75,0.0375,0.9625,9,low,0.05,1,1,none,none
scene_interaction,eth_ucy_ewap_stage14,all,25,5.796449,5.796449,5.813266,5.813266,0.002893,13,0.75,0.0375,0.9625,9,low,0.05,1,1,none,none
scene_interaction,eth_ucy_ewap_stage14,all,50,4.295815,4.295815,4.312465,4.312465,0.003861,13,0.75,0.0375,0.9625,9,low,0.05,1,1,none,none
scene_interaction,eth_ucy_ewap_stage14,all,100,5.887772,5.887772,5.923605,5.923605,0.006049,13,0.75,0.0375,0.9625,9,low,0.05,1,1,none,none
scene_interaction,eth_ucy_ewap_stage14,easy,1,0.583899,0.583899,0.60757,0.60757,0.038961,13,0.75,0.0375,0.9625,9,low,0.05,1,1,none,none
scene_interaction,eth_ucy_ewap_stage14,easy,5,2.913606,2.913606,2.937948,2.937948,0.008285,13,0.75,0.0375,0.9625,9,low,0.05,1,1,none,none
scene_interaction,eth_ucy_ewap_stage14,easy,10,5.541271,5.541271,5.566892,5.566892,0.004602,13,0.75,0.0375,0.9625,9,low,0.05,1,1,none,none
scene_interaction,eth_ucy_ewap_stage14,easy,25,5.796449,5.796449,5.813266,5.813266,0.002893,13,0.75,0.0375,0.9625,9,low,0.05,1,1,none,none
scene_interaction,eth_ucy_ewap_stage14,easy,50,4.295815,4.295815,4.312465,4.312465,0.003861,13,0.75,0.0375,0.9625,9,low,0.05,1,1,none,none
scene_interaction,eth_ucy_ewap_stage14,easy,100,5.887772,5.887772,5.923605,5.923605,0.006049,13,0.75,0.0375,0.9625,9,low,0.05,1,1,none,none
scene_interaction,eth_ucy_ewap_stage14,ge5,1,0.583899,0.583899,0.60757,0.60757,0.038961,13,0.75,0.0375,0.9625,9,low,0.05,1,1,none,none
scene_interaction,eth_ucy_ewap_stage14,ge5,5,2.913606,2.913606,2.937948,2.937948,0.008285,13,0.75,0.0375,0.9625,9,low,0.05,1,1,none,none
scene_interaction,eth_ucy_ewap_stage14,ge5,10,5.541271,5.541271,5.566892,5.566892,0.004602,13,0.75,0.0375,0.9625,9,low,0.05,1,1,none,none
scene_interaction,eth_ucy_ewap_stage14,ge5,25,5.796449,5.796449,5.813266,5.813266,0.002893,13,0.75,0.0375,0.9625,9,low,0.05,1,1,none,none
scene_interaction,eth_ucy_ewap_stage14,ge5,50,4.295815,4.295815,4.312465,4.312465,0.003861,13,0.75,0.0375,0.9625,9,low,0.05,1,1,none,none
scene_interaction,eth_ucy_ewap_stage14,ge5,100,5.887772,5.887772,5.923605,5.923605,0.006049,13,0.75,0.0375,0.9625,9,low,0.05,1,1,none,none
scene_interaction,eth_ucy_ewap_stage14,verified_t100,100,5.887772,5.887772,5.923605,5.923605,0.006049,13,0.75,0.0375,0.9625,9,low,0.05,1,1,none,none
scene_interaction,eth_ucy_ewap_stage14,verified_t50,50,4.295815,4.295815,4.312465,4.312465,0.003861,13,0.75,0.0375,0.9625,9,low,0.05,1,1,none,none
scene_interaction,trajnet,all,1,0.301122,0.301122,0.291144,0.291144,-0.034272,30,0.75,0.0375,0.9625,9,low,0.05,1,1,none,none
scene_interaction,trajnet,all,5,1.425019,1.425019,1.422272,1.422272,-0.001932,30,0.75,0.037418,0.962582,9,low,0.05,1,1,none,none
scene_interaction,trajnet,all,10,2.832725,2.832725,2.832472,2.832472,-8.9e-05,30,0.75,0.0375,0.9625,9,low,0.05,1,1,none,none
scene_interaction,trajnet,baseline_failure,1,0.301122,0.301122,0.291144,0.291144,-0.034272,30,0.75,0.0375,0.9625,9,low,0.05,1,1,none,none
scene_interaction,trajnet,baseline_failure,5,1.425019,1.425019,1.422272,1.422272,-0.001932,30,0.75,0.037418,0.962582,9,low,0.05,1,1,none,none
scene_interaction,trajnet,baseline_failure,10,2.832725,2.832725,2.832472,2.832472,-8.9e-05,30,0.75,0.0375,0.9625,9,low,0.05,1,1,none,none
scene_interaction,trajnet,ge5,1,0.301122,0.301122,0.291144,0.291144,-0.034272,30,0.75,0.0375,0.9625,9,low,0.05,1,1,none,none
scene_interaction,trajnet,ge5,5,1.425019,1.425019,1.422272,1.422272,-0.001932,30,0.75,0.037418,0.962582,9,low,0.05,1,1,none,none
scene_interaction,trajnet,ge5,10,2.832725,2.832725,2.832472,2.832472,-8.9e-05,30,0.75,0.0375,0.9625,9,low,0.05,1,1,none,none
scene_interaction,trajnet,goalbench_official,1,0.301122,0.301122,0.291144,0.291144,-0.034272,30,0.75,0.0375,0.9625,9,low,0.05,1,1,none,none
scene_interaction,trajnet,goalbench_official,5,1.425019,1.425019,1.422272,1.422272,-0.001932,30,0.75,0.037418,0.962582,9,low,0.05,1,1,none,none
scene_interaction,trajnet,goalbench_official,10,2.832725,2.832725,2.832472,2.832472,-8.9e-05,30,0.75,0.0375,0.9625,9,low,0.05,1,1,none,none
scene_interaction,trajnet,hard,1,0.301122,0.301122,0.291144,0.291144,-0.034272,30,0.75,0.0375,0.9625,9,low,0.05,1,1,none,none
scene_interaction,trajnet,hard,5,1.425019,1.425019,1.422272,1.422272,-0.001932,30,0.75,0.037418,0.962582,9,low,0.05,1,1,none,none
scene_interaction,trajnet,hard,10,2.832725,2.832725,2.832472,2.832472,-8.9e-05,30,0.75,0.0375,0.9625,9,low,0.05,1,1,none,none
