model,dataset,subset,horizon,FDE,ADE,baseline_FDE,baseline_ADE,improvement,episodes,alpha,residual_magnitude,physical_validity,trial_id,stage15_model,fallback_mode
no_scene_no_goal_no_interaction,eth_ucy_ewap,all,50,2.826388,2.826388,2.821185,2.821185,-0.001844,21,0.12,0.006,0.994,5,baseline_preserving,intervention_threshold_high_alpha_regularization
no_scene_no_goal_no_interaction,eth_ucy_ewap,baseline_failure,1,0.347997,0.347997,0.346507,0.346507,-0.004301,154,0.12,0.006,0.994,5,baseline_preserving,intervention_threshold_high_alpha_regularization
no_scene_no_goal_no_interaction,eth_ucy_ewap,baseline_failure,5,1.605627,1.605627,1.604352,1.604352,-0.000794,132,0.12,0.006,0.994,5,baseline_preserving,intervention_threshold_high_alpha_regularization
no_scene_no_goal_no_interaction,eth_ucy_ewap,baseline_failure,10,2.676069,2.676069,2.674885,2.674885,-0.000443,104,0.12,0.006,0.994,5,baseline_preserving,intervention_threshold_high_alpha_regularization
no_scene_no_goal_no_interaction,eth_ucy_ewap,baseline_failure,25,2.467811,2.467811,2.466785,2.466785,-0.000416,43,0.12,0.006,0.994,5,baseline_preserving,intervention_threshold_high_alpha_regularization
no_scene_no_goal_no_interaction,eth_ucy_ewap,baseline_failure,50,2.826388,2.826388,2.821185,2.821185,-0.001844,21,0.12,0.006,0.994,5,baseline_preserving,intervention_threshold_high_alpha_regularization
no_scene_no_goal_no_interaction,eth_ucy_ewap,ge5,1,0.347997,0.347997,0.346507,0.346507,-0.004301,154,0.12,0.006,0.994,5,baseline_preserving,intervention_threshold_high_alpha_regularization
no_scene_no_goal_no_interaction,eth_ucy_ewap,ge5,5,1.605627,1.605627,1.604352,1.604352,-0.000794,132,0.12,0.006,0.994,5,baseline_preserving,intervention_threshold_high_alpha_regularization
no_scene_no_goal_no_interaction,eth_ucy_ewap,ge5,10,2.676069,2.676069,2.674885,2.674885,-0.000443,104,0.12,0.006,0.994,5,baseline_preserving,intervention_threshold_high_alpha_regularization
no_scene_no_goal_no_interaction,eth_ucy_ewap,ge5,25,2.467811,2.467811,2.466785,2.466785,-0.000416,43,0.12,0.006,0.994,5,baseline_preserving,intervention_threshold_high_alpha_regularization
no_scene_no_goal_no_interaction,eth_ucy_ewap,ge5,50,2.826388,2.826388,2.821185,2.821185,-0.001844,21,0.12,0.006,0.994,5,baseline_preserving,intervention_threshold_high_alpha_regularization
no_scene_no_goal_no_interaction,eth_ucy_ewap,goalbench_official,1,0.347997,0.347997,0.346507,0.346507,-0.004301,154,0.12,0.006,0.994,5,baseline_preserving,intervention_threshold_high_alpha_regularization
no_scene_no_goal_no_interaction,eth_ucy_ewap,goalbench_official,5,1.605627,1.605627,1.604352,1.604352,-0.000794,132,0.12,0.006,0.994,5,baseline_preserving,intervention_threshold_high_alpha_regularization
no_scene_no_goal_no_interaction,eth_ucy_ewap,goalbench_official,10,2.676069,2.676069,2.674885,2.674885,-0.000443,104,0.12,0.006,0.994,5,baseline_preserving,intervention_threshold_high_alpha_regularization
no_scene_no_goal_no_interaction,eth_ucy_ewap,goalbench_official,25,2.467811,2.467811,2.466785,2.466785,-0.000416,43,0.12,0.006,0.994,5,baseline_preserving,intervention_threshold_high_alpha_regularization
no_scene_no_goal_no_interaction,eth_ucy_ewap,goalbench_official,50,2.826388,2.826388,2.821185,2.821185,-0.001844,21,0.12,0.006,0.994,5,baseline_preserving,intervention_threshold_high_alpha_regularization
no_scene_no_goal_no_interaction,eth_ucy_ewap,hard,1,0.347997,0.347997,0.346507,0.346507,-0.004301,154,0.12,0.006,0.994,5,baseline_preserving,intervention_threshold_high_alpha_regularization
no_scene_no_goal_no_interaction,eth_ucy_ewap,hard,5,1.605627,1.605627,1.604352,1.604352,-0.000794,132,0.12,0.006,0.994,5,baseline_preserving,intervention_threshold_high_alpha_regularization
no_scene_no_goal_no_interaction,eth_ucy_ewap,hard,10,2.676069,2.676069,2.674885,2.674885,-0.000443,104,0.12,0.006,0.994,5,baseline_preserving,intervention_threshold_high_alpha_regularization
no_scene_no_goal_no_interaction,eth_ucy_ewap,hard,25,2.467811,2.467811,2.466785,2.466785,-0.000416,43,0.12,0.006,0.994,5,baseline_preserving,intervention_threshold_high_alpha_regularization
no_scene_no_goal_no_interaction,eth_ucy_ewap,hard,50,2.826388,2.826388,2.821185,2.821185,-0.001844,21,0.12,0.006,0.994,5,baseline_preserving,intervention_threshold_high_alpha_regularization
no_scene_no_goal_no_interaction,eth_ucy_ewap,verified_t50,50,2.826388,2.826388,2.821185,2.821185,-0.001844,21,0.12,0.006,0.994,5,baseline_preserving,intervention_threshold_high_alpha_regularization
no_scene_no_goal_no_interaction,eth_ucy_ewap_stage14,all,1,0.603889,0.603889,0.60757,0.60757,0.006058,13,0.12,0.006,0.994,5,baseline_preserving,intervention_threshold_high_alpha_regularization
no_scene_no_goal_no_interaction,eth_ucy_ewap_stage14,all,5,2.93408,2.93408,2.937948,2.937948,0.001316,13,0.12,0.006,0.994,5,baseline_preserving,intervention_threshold_high_alpha_regularization
no_scene_no_goal_no_interaction,eth_ucy_ewap_stage14,all,10,5.562821,5.562821,5.566892,5.566892,0.000731,13,0.12,0.006,0.994,5,baseline_preserving,intervention_threshold_high_alpha_regularization
no_scene_no_goal_no_interaction,eth_ucy_ewap_stage14,all,25,5.810435,5.810435,5.813266,5.813266,0.000487,13,0.12,0.006,0.994,5,baseline_preserving,intervention_threshold_high_alpha_regularization
no_scene_no_goal_no_interaction,eth_ucy_ewap_stage14,all,50,4.309633,4.309633,4.312465,4.312465,0.000657,13,0.12,0.006,0.994,5,baseline_preserving,intervention_threshold_high_alpha_regularization
no_scene_no_goal_no_interaction,eth_ucy_ewap_stage14,all,100,5.917901,5.917901,5.923605,5.923605,0.000963,13,0.12,0.006,0.994,5,baseline_preserving,intervention_threshold_high_alpha_regularization
no_scene_no_goal_no_interaction,eth_ucy_ewap_stage14,easy,1,0.603889,0.603889,0.60757,0.60757,0.006058,13,0.12,0.006,0.994,5,baseline_preserving,intervention_threshold_high_alpha_regularization
no_scene_no_goal_no_interaction,eth_ucy_ewap_stage14,easy,5,2.93408,2.93408,2.937948,2.937948,0.001316,13,0.12,0.006,0.994,5,baseline_preserving,intervention_threshold_high_alpha_regularization
no_scene_no_goal_no_interaction,eth_ucy_ewap_stage14,easy,10,5.562821,5.562821,5.566892,5.566892,0.000731,13,0.12,0.006,0.994,5,baseline_preserving,intervention_threshold_high_alpha_regularization
no_scene_no_goal_no_interaction,eth_ucy_ewap_stage14,easy,25,5.810435,5.810435,5.813266,5.813266,0.000487,13,0.12,0.006,0.994,5,baseline_preserving,intervention_threshold_high_alpha_regularization
no_scene_no_goal_no_interaction,eth_ucy_ewap_stage14,easy,50,4.309633,4.309633,4.312465,4.312465,0.000657,13,0.12,0.006,0.994,5,baseline_preserving,intervention_threshold_high_alpha_regularization
no_scene_no_goal_no_interaction,eth_ucy_ewap_stage14,easy,100,5.917901,5.917901,5.923605,5.923605,0.000963,13,0.12,0.006,0.994,5,baseline_preserving,intervention_threshold_high_alpha_regularization
no_scene_no_goal_no_interaction,eth_ucy_ewap_stage14,ge5,1,0.603889,0.603889,0.60757,0.60757,0.006058,13,0.12,0.006,0.994,5,baseline_preserving,intervention_threshold_high_alpha_regularization
no_scene_no_goal_no_interaction,eth_ucy_ewap_stage14,ge5,5,2.93408,2.93408,2.937948,2.937948,0.001316,13,0.12,0.006,0.994,5,baseline_preserving,intervention_threshold_high_alpha_regularization
no_scene_no_goal_no_interaction,eth_ucy_ewap_stage14,ge5,10,5.562821,5.562821,5.566892,5.566892,0.000731,13,0.12,0.006,0.994,5,baseline_preserving,intervention_threshold_high_alpha_regularization
no_scene_no_goal_no_interaction,eth_ucy_ewap_stage14,ge5,25,5.810435,5.810435,5.813266,5.813266,0.000487,13,0.12,0.006,0.994,5,baseline_preserving,intervention_threshold_high_alpha_regularization
no_scene_no_goal_no_interaction,eth_ucy_ewap_stage14,ge5,50,4.309633,4.309633,4.312465,4.312465,0.000657,13,0.12,0.006,0.994,5,baseline_preserving,intervention_threshold_high_alpha_regularization
no_scene_no_goal_no_interaction,eth_ucy_ewap_stage14,ge5,100,5.917901,5.917901,5.923605,5.923605,0.000963,13,0.12,0.006,0.994,5,baseline_preserving,intervention_threshold_high_alpha_regularization
no_scene_no_goal_no_interaction,eth_ucy_ewap_stage14,verified_t100,100,5.917901,5.917901,5.923605,5.923605,0.000963,13,0.12,0.006,0.994,5,baseline_preserving,intervention_threshold_high_alpha_regularization
no_scene_no_goal_no_interaction,eth_ucy_ewap_stage14,verified_t50,50,4.309633,4.309633,4.312465,4.312465,0.000657,13,0.12,0.006,0.994,5,baseline_preserving,intervention_threshold_high_alpha_regularization
no_scene_no_goal_no_interaction,eth_ucy_ewap_stage15,all,1,0.512573,0.512573,0.514271,0.514271,0.0033,83,0.12,0.006,0.994,5,baseline_preserving,intervention_threshold_high_alpha_regularization
no_scene_no_goal_no_interaction,eth_ucy_ewap_stage15,all,5,2.434842,2.434842,2.436802,2.436802,0.000804,83,0.12,0.006,0.994,5,baseline_preserving,intervention_threshold_high_alpha_regularization
no_scene_no_goal_no_interaction,eth_ucy_ewap_stage15,all,10,4.396265,4.396265,4.398198,4.398198,0.000439,83,0.12,0.006,0.994,5,baseline_preserving,intervention_threshold_high_alpha_regularization
no_scene_no_goal_no_interaction,eth_ucy_ewap_stage15,all,25,3.5238,3.5238,3.524453,3.524453,0.000185,83,0.12,0.006,0.994,5,baseline_preserving,intervention_threshold_high_alpha_regularization
no_scene_no_goal_no_interaction,eth_ucy_ewap_stage15,all,50,3.106494,3.106494,3.106566,3.106566,2.3e-05,83,0.12,0.006,0.994,5,baseline_preserving,intervention_threshold_high_alpha_regularization
no_scene_no_goal_no_interaction,eth_ucy_ewap_stage15,all,100,5.157919,5.157919,5.16107,5.16107,0.000611,17,0.12,0.006,0.994,5,baseline_preserving,intervention_threshold_high_alpha_regularization
no_scene_no_goal_no_interaction,eth_ucy_ewap_stage15,easy,1,0.512573,0.512573,0.514271,0.514271,0.0033,83,0.12,0.006,0.994,5,baseline_preserving,intervention_threshold_high_alpha_regularization
no_scene_no_goal_no_interaction,eth_ucy_ewap_stage15,easy,5,2.434842,2.434842,2.436802,2.436802,0.000804,83,0.12,0.006,0.994,5,baseline_preserving,intervention_threshold_high_alpha_regularization
no_scene_no_goal_no_interaction,eth_ucy_ewap_stage15,easy,10,4.396265,4.396265,4.398198,4.398198,0.000439,83,0.12,0.006,0.994,5,baseline_preserving,intervention_threshold_high_alpha_regularization
no_scene_no_goal_no_interaction,eth_ucy_ewap_stage15,easy,25,3.5238,3.5238,3.524453,3.524453,0.000185,83,0.12,0.006,0.994,5,baseline_preserving,intervention_threshold_high_alpha_regularization
no_scene_no_goal_no_interaction,eth_ucy_ewap_stage15,easy,50,3.106494,3.106494,3.106566,3.106566,2.3e-05,83,0.12,0.006,0.994,5,baseline_preserving,intervention_threshold_high_alpha_regularization
no_scene_no_goal_no_interaction,eth_ucy_ewap_stage15,easy,100,5.157919,5.157919,5.16107,5.16107,0.000611,17,0.12,0.006,0.994,5,baseline_preserving,intervention_threshold_high_alpha_regularization
no_scene_no_goal_no_interaction,eth_ucy_ewap_stage15,ge5,1,0.512573,0.512573,0.514271,0.514271,0.0033,83,0.12,0.006,0.994,5,baseline_preserving,intervention_threshold_high_alpha_regularization
no_scene_no_goal_no_interaction,eth_ucy_ewap_stage15,ge5,5,2.434842,2.434842,2.436802,2.436802,0.000804,83,0.12,0.006,0.994,5,baseline_preserving,intervention_threshold_high_alpha_regularization
no_scene_no_goal_no_interaction,eth_ucy_ewap_stage15,ge5,10,4.396265,4.396265,4.398198,4.398198,0.000439,83,0.12,0.006,0.994,5,baseline_preserving,intervention_threshold_high_alpha_regularization
no_scene_no_goal_no_interaction,eth_ucy_ewap_stage15,ge5,25,3.5238,3.5238,3.524453,3.524453,0.000185,83,0.12,0.006,0.994,5,baseline_preserving,intervention_threshold_high_alpha_regularization
no_scene_no_goal_no_interaction,eth_ucy_ewap_stage15,ge5,50,3.106494,3.106494,3.106566,3.106566,2.3e-05,83,0.12,0.006,0.994,5,baseline_preserving,intervention_threshold_high_alpha_regularization
no_scene_no_goal_no_interaction,eth_ucy_ewap_stage15,ge5,100,5.157919,5.157919,5.16107,5.16107,0.000611,17,0.12,0.006,0.994,5,baseline_preserving,intervention_threshold_high_alpha_regularization
no_scene_no_goal_no_interaction,eth_ucy_ewap_stage15,verified_t100,100,5.157919,5.157919,5.16107,5.16107,0.000611,17,0.12,0.006,0.994,5,baseline_preserving,intervention_threshold_high_alpha_regularization
no_scene_no_goal_no_interaction,eth_ucy_ewap_stage15,verified_t50,50,3.106494,3.106494,3.106566,3.106566,2.3e-05,83,0.12,0.006,0.994,5,baseline_preserving,intervention_threshold_high_alpha_regularization
no_scene_no_goal_no_interaction,trajnet,all,1,0.292566,0.292566,0.291144,0.291144,-0.004883,30,0.12,0.00575,0.99425,5,baseline_preserving,intervention_threshold_high_alpha_regularization
no_scene_no_goal_no_interaction,trajnet,all,5,1.422835,1.422835,1.422272,1.422272,-0.000396,30,0.12,0.005837,0.994163,5,baseline_preserving,intervention_threshold_high_alpha_regularization
no_scene_no_goal_no_interaction,trajnet,all,10,2.832446,2.832446,2.832472,2.832472,9e-06,30,0.12,0.005981,0.994019,5,baseline_preserving,intervention_threshold_high_alpha_regularization
no_scene_no_goal_no_interaction,trajnet,baseline_failure,1,0.292566,0.292566,0.291144,0.291144,-0.004883,30,0.12,0.00575,0.99425,5,baseline_preserving,intervention_threshold_high_alpha_regularization
no_scene_no_goal_no_interaction,trajnet,baseline_failure,5,1.422835,1.422835,1.422272,1.422272,-0.000396,30,0.12,0.005837,0.994163,5,baseline_preserving,intervention_threshold_high_alpha_regularization
no_scene_no_goal_no_interaction,trajnet,baseline_failure,10,2.832446,2.832446,2.832472,2.832472,9e-06,30,0.12,0.005981,0.994019,5,baseline_preserving,intervention_threshold_high_alpha_regularization
no_scene_no_goal_no_interaction,trajnet,ge5,1,0.292566,0.292566,0.291144,0.291144,-0.004883,30,0.12,0.00575,0.99425,5,baseline_preserving,intervention_threshold_high_alpha_regularization
no_scene_no_goal_no_interaction,trajnet,ge5,5,1.422835,1.422835,1.422272,1.422272,-0.000396,30,0.12,0.005837,0.994163,5,baseline_preserving,intervention_threshold_high_alpha_regularization
no_scene_no_goal_no_interaction,trajnet,ge5,10,2.832446,2.832446,2.832472,2.832472,9e-06,30,0.12,0.005981,0.994019,5,baseline_preserving,intervention_threshold_high_alpha_regularization
no_scene_no_goal_no_interaction,trajnet,goalbench_official,1,0.292566,0.292566,0.291144,0.291144,-0.004883,30,0.12,0.00575,0.99425,5,baseline_preserving,intervention_threshold_high_alpha_regularization
no_scene_no_goal_no_interaction,trajnet,goalbench_official,5,1.422835,1.422835,1.422272,1.422272,-0.000396,30,0.12,0.005837,0.994163,5,baseline_preserving,intervention_threshold_high_alpha_regularization
no_scene_no_goal_no_interaction,trajnet,goalbench_official,10,2.832446,2.832446,2.832472,2.832472,9e-06,30,0.12,0.005981,0.994019,5,baseline_preserving,intervention_threshold_high_alpha_regularization
no_scene_no_goal_no_interaction,trajnet,hard,1,0.292566,0.292566,0.291144,0.291144,-0.004883,30,0.12,0.00575,0.99425,5,baseline_preserving,intervention_threshold_high_alpha_regularization
no_scene_no_goal_no_interaction,trajnet,hard,5,1.422835,1.422835,1.422272,1.422272,-0.000396,30,0.12,0.005837,0.994163,5,baseline_preserving,intervention_threshold_high_alpha_regularization
no_scene_no_goal_no_interaction,trajnet,hard,10,2.832446,2.832446,2.832472,2.832472,9e-06,30,0.12,0.005981,0.994019,5,baseline_preserving,intervention_threshold_high_alpha_regularization
no_scene_no_goal_no_interaction,aerialmpt,all,1,0.518319,0.518319,0.514499,0.514499,-0.007424,8,0.12,0.005989,0.994011,6,baseline_preserving,intervention_threshold_high_alpha_regularization
no_scene_no_goal_no_interaction,aerialmpt,all,5,2.74239,2.74239,2.7401,2.7401,-0.000836,8,0.12,0.005989,0.994011,6,baseline_preserving,intervention_threshold_high_alpha_regularization
no_scene_no_goal_no_interaction,aerialmpt,all,10,4.178758,4.178758,4.176528,4.176528,-0.000534,7,0.12,0.005989,0.994011,6,baseline_preserving,intervention_threshold_high_alpha_regularization
no_scene_no_goal_no_interaction,aerialmpt,baseline_failure,1,0.518319,0.518319,0.514499,0.514499,-0.007424,8,0.12,0.005989,0.994011,6,baseline_preserving,intervention_threshold_high_alpha_regularization
no_scene_no_goal_no_interaction,aerialmpt,baseline_failure,5,2.74239,2.74239,2.7401,2.7401,-0.000836,8,0.12,0.005989,0.994011,6,baseline_preserving,intervention_threshold_high_alpha_regularization
no_scene_no_goal_no_interaction,aerialmpt,baseline_failure,10,4.178758,4.178758,4.176528,4.176528,-0.000534,7,0.12,0.005989,0.994011,6,baseline_preserving,intervention_threshold_high_alpha_regularization
no_scene_no_goal_no_interaction,aerialmpt,ge5,1,0.518319,0.518319,0.514499,0.514499,-0.007424,8,0.12,0.005989,0.994011,6,baseline_preserving,intervention_threshold_high_alpha_regularization
no_scene_no_goal_no_interaction,aerialmpt,ge5,5,2.74239,2.74239,2.7401,2.7401,-0.000836,8,0.12,0.005989,0.994011,6,baseline_preserving,intervention_threshold_high_alpha_regularization
no_scene_no_goal_no_interaction,aerialmpt,ge5,10,4.178758,4.178758,4.176528,4.176528,-0.000534,7,0.12,0.005989,0.994011,6,baseline_preserving,intervention_threshold_high_alpha_regularization
no_scene_no_goal_no_interaction,aerialmpt,goalbench_official,1,0.518319,0.518319,0.514499,0.514499,-0.007424,8,0.12,0.005989,0.994011,6,baseline_preserving,intervention_threshold_high_alpha_regularization
no_scene_no_goal_no_interaction,aerialmpt,goalbench_official,5,2.74239,2.74239,2.7401,2.7401,-0.000836,8,0.12,0.005989,0.994011,6,baseline_preserving,intervention_threshold_high_alpha_regularization
no_scene_no_goal_no_interaction,aerialmpt,goalbench_official,10,4.178758,4.178758,4.176528,4.176528,-0.000534,7,0.12,0.005989,0.994011,6,baseline_preserving,intervention_threshold_high_alpha_regularization
no_scene_no_goal_no_interaction,aerialmpt,hard,1,0.518319,0.518319,0.514499,0.514499,-0.007424,8,0.12,0.005989,0.994011,6,baseline_preserving,intervention_threshold_high_alpha_regularization
no_scene_no_goal_no_interaction,aerialmpt,hard,5,2.74239,2.74239,2.7401,2.7401,-0.000836,8,0.12,0.005989,0.994011,6,baseline_preserving,intervention_threshold_high_alpha_regularization
no_scene_no_goal_no_interaction,aerialmpt,hard,10,4.178758,4.178758,4.176528,4.176528,-0.000534,7,0.12,0.005989,0.994011,6,baseline_preserving,intervention_threshold_high_alpha_regularization
no_scene_no_goal_no_interaction,eth_ucy,all,1,0.300977,0.300977,0.299653,0.299653,-0.004417,30,0.12,0.005925,0.994075,6,baseline_preserving,intervention_threshold_high_alpha_regularization
no_scene_no_goal_no_interaction,eth_ucy,all,5,1.531056,1.531056,1.529704,1.529704,-0.000884,28,0.12,0.005991,0.994009,6,baseline_preserving,intervention_threshold_high_alpha_regularization
no_scene_no_goal_no_interaction,eth_ucy,all,10,3.077665,3.077665,3.077245,3.077245,-0.000137,25,0.12,0.00599,0.99401,6,baseline_preserving,intervention_threshold_high_alpha_regularization
