arm,schedule,mode,group_type,group,rows,ade,cv_ade,gain_percent,harm_over_cv,easy_pixel_harm,actual_changed_rate
mask_only,parent_2k,uncontrolled,scoped_agent,bookstore/video6:10,25,19.96413264427291,0.0,,19.96413264427291,0.019964133592518328,1.0
mask_only,parent_2k,uncontrolled,scoped_agent,bookstore/video6:120,8,1604.9511399087605,1604.1666666666665,-0.048902228078584464,0.7844732420938243,,1.0
mask_only,parent_2k,uncontrolled,scoped_agent,bookstore/video6:121,3,13.687987965797896,0.0,,13.687987965797896,0.01368798861594244,1.0
mask_only,parent_2k,uncontrolled,scoped_agent,bookstore/video6:126,23,18.607781265700822,0.0,,18.607781265700822,0.018607782149523005,1.0
mask_only,parent_2k,uncontrolled,scoped_agent,bookstore/video6:131,7,24.86299182997372,0.0,,24.86299182997372,0.024862993010902466,1.0
mask_only,parent_2k,uncontrolled,scoped_agent,bookstore/video6:18,34,1546.7650981088834,1539.6606059570274,-0.46143235232287694,7.104492151856262,0.015303403815832381,1.0
mask_only,parent_2k,uncontrolled,scoped_agent,bookstore/video6:22,2,20.66703715795891,0.0,,20.66703715795891,0.0206670381395905,1.0
mask_only,parent_2k,uncontrolled,scoped_agent,bookstore/video6:6,14,21.04797836707878,0.0,,21.04797836707878,0.02104797936680411,1.0
mask_only,parent_2k,uncontrolled,scoped_agent,bookstore/video6:61,16,25.761788599440706,0.0,,25.761788599440706,0.025761789823060002,1.0
mask_only,parent_2k,uncontrolled,scoped_agent,bookstore/video6:67,5,24.045053535119415,0.0,,24.045053535119415,0.024045054677198172,1.0
mask_only,parent_2k,uncontrolled,scoped_agent,bookstore/video6:7,17,21.737676867347037,0.0,,21.737676867347037,0.02173767789983129,1.0
mask_only,parent_2k,uncontrolled,scoped_agent,bookstore/video6:72,7,17.041608771559023,0.0,,17.041608771559023,0.01704160958099201,1.0
mask_only,parent_2k,uncontrolled,scoped_agent,bookstore/video6:73,26,7.3024774805477755,0.0,,7.3024774805477755,0.007302477827396845,1.0
mask_only,parent_2k,uncontrolled,scoped_agent,bookstore/video6:74,26,8.423637552529211,0.0,,8.423637552529211,0.008423637952630526,1.0
mask_only,parent_2k,uncontrolled,scoped_agent,bookstore/video6:75,16,812.025805256857,799.1963915847988,-1.6052892389338158,12.829413672058092,0.021255302681883644,1.0
mask_only,parent_2k,uncontrolled,scoped_agent,bookstore/video6:76,16,4171.506252750256,4159.131405280815,-0.2975344191753271,12.374847469440773,0.020992925529078194,1.0
