view,locality,slice,rows,reference_pred,harm_pred,reference_actual,harm_actual
damping097_fold0_seed17_all_product_mse,eu-locality-124,selected,1604,24.665979385375977,0.2603403627872467,29.35411744411256,0.1837228362656006
damping097_fold0_seed17_all_hurdle,eu-locality-007,population,5526,18.348405838012695,0.3379647433757782,13.731098649130544,0.39409710457999486
damping097_fold0_seed17_all_hurdle,eu-locality-007,selected,2579,19.655696868896484,0.12520112097263336,13.40754446210258,0.14412700652749805
damping097_fold0_seed17_all_hurdle,eu-locality-008,population,157961,25.804292678833008,0.5996144413948059,18.214515006924312,0.8859677378340031
damping097_fold0_seed17_all_hurdle,eu-locality-008,selected,95972,20.698122024536133,0.12536515295505524,14.26438358758539,0.22487202040154772
damping097_fold0_seed17_all_hurdle,eu-locality-020,population,1225,15.595938682556152,0.6767115592956543,6.529874789510041,1.3394418305004283
damping097_fold0_seed17_all_hurdle,eu-locality-020,selected,240,8.074108123779297,0.05689360573887825,4.279302575715501,0.1353978783155127
damping097_fold0_seed17_all_hurdle,eu-locality-048,population,8058,32.517791748046875,1.1550966501235962,26.698045849916557,1.4652879197269684
damping097_fold0_seed17_all_hurdle,eu-locality-048,selected,4458,26.397321701049805,0.19575650990009308,20.35295647030239,0.1953229680361401
damping097_fold0_seed17_all_hurdle,eu-locality-067,population,6903,24.339832305908203,0.8938495516777039,29.01155393353873,1.0318454657312008
damping097_fold0_seed17_all_hurdle,eu-locality-067,selected,3595,21.74545669555664,0.14812588691711426,21.68814694528822,0.18227301306001206
damping097_fold0_seed17_all_hurdle,eu-locality-110,population,8550,24.491273880004883,0.48429834842681885,30.697946977148565,0.26440351815398194
damping097_fold0_seed17_all_hurdle,eu-locality-110,selected,6754,20.571931838989258,0.12640033662319183,21.538832131870365,0.06954039452177016
damping097_fold0_seed17_all_hurdle,eu-locality-119,population,5639,26.312341690063477,0.7864208817481995,28.9468800380438,1.2550304636548228
damping097_fold0_seed17_all_hurdle,eu-locality-119,selected,3383,22.09963607788086,0.18150486052036285,18.495316095504577,0.23589609393228317
damping097_fold0_seed17_all_hurdle,eu-locality-124,population,3550,27.55523109436035,1.1211731433868408,42.61348194213386,0.9673445252204965
damping097_fold0_seed17_all_hurdle,eu-locality-124,selected,2029,20.925548553466797,0.15570789575576782,27.3557156283933,0.14623101900823238
damping097_fold0_seed17_easy_old,eu-locality-007,population,5526,0.8218597849391687,0.01779721034151848,0.7150531000730783,0.02320846334845687
damping097_fold0_seed17_easy_old,eu-locality-007,selected,1386,1.194502109035441,0.014446943588111372,1.0231505844717421,0.005735623147308288
damping097_fold0_seed17_easy_old,eu-locality-008,population,157961,0.7525232420711703,0.01698058541623613,0.772520484965893,0.024705379431458344
damping097_fold0_seed17_easy_old,eu-locality-008,selected,63542,1.0648452332382563,0.012298819637717376,1.1575488483362426,0.0023934817151622127
damping097_fold0_seed17_easy_old,eu-locality-020,population,1225,0.6706184867382656,0.027766870113412792,0.9551284881322778,0.3137709381583095
damping097_fold0_seed17_easy_old,eu-locality-020,selected,144,1.5331250499520037,0.014780794543589259,1.1666524984432736,0.0009814862214001286
damping097_fold0_seed17_easy_old,eu-locality-048,population,8058,0.5793460186658357,0.017052462894050994,0.5830876920964152,0.014258700508269521
damping097_fold0_seed17_easy_old,eu-locality-048,selected,2550,0.9882359269319796,0.013459465133126678,1.1031720225929542,0.0038164835497972375
damping097_fold0_seed17_easy_old,eu-locality-067,population,6903,0.5617844349933325,0.017556130392101178,0.4646461940217647,0.01336222949433039
damping097_fold0_seed17_easy_old,eu-locality-067,selected,1534,0.9869049010407349,0.013997684739684295,1.0086412551896988,0.0066285749624271665
damping097_fold0_seed17_easy_old,eu-locality-110,population,8550,0.7880563831774502,0.016087957926255197,0.7106936151634808,0.0014947561163599105
damping097_fold0_seed17_easy_old,eu-locality-110,selected,4478,0.9888323942809139,0.01351256519754664,0.926106289356954,0.0011355357570827784
damping097_fold0_seed17_easy_old,eu-locality-119,population,5639,0.6348812783714325,0.017119888450842537,0.6896404096672981,0.025011127897013662
damping097_fold0_seed17_easy_old,eu-locality-119,selected,1799,0.9843196541551353,0.01398789353588189,1.1771240472846842,0.005397055878063883
damping097_fold0_seed17_easy_old,eu-locality-124,population,3550,0.6888487086189186,0.0182907086832803,0.7299412652237124,0.013340006382929719
damping097_fold0_seed17_easy_old,eu-locality-124,selected,1211,1.0931919864590358,0.015225131755743197,1.1919032775187905,0.002435301964248179
damping097_fold0_seed17_easy_envelope,eu-locality-007,population,5526,0.8158054947853088,0.010614914819598198,0.7150531000730783,0.02320846334845687
