seed,candidate,arm,subset,metric,status,count,baseline_error,selected_error,improvement_pct,degradation_fraction,mean_excess_over_floor,switch_rate_valid_labels
17,seed17_ridge_conservative,joint_exact_count,full_path_defined_easy,ade,evaluated,4359,0.001532864067341749,0.556250137254092,-36188.288642496904,361.88288642496906,0.5547172731867502,0.08212892865336087
17,seed17_ridge_conservative,joint_exact_count,full_path_defined_easy,fde,evaluated,4359,0.0024195038009013786,0.1726318608452294,-7035.010938231051,70.3501093823105,0.17021235704432802,0.08212892865336087
17,seed17_ridge_conservative,joint_exact_count,full_path_defined_hard,ade,evaluated,16040,3.4564539436101334,3.479927840043068,-0.6791323366634258,0.006791323366634258,0.023473896432934627,0.07275561097256858
17,seed17_ridge_conservative,joint_exact_count,full_path_defined_hard,fde,evaluated,16040,6.4185937859578654,6.423229586864801,-0.07222455667902987,0.0007222455667902987,0.0046358009069358275,0.07275561097256858
17,seed17_ridge_conservative,scene_uniform,all,ade,evaluated,33686,1.693476048391338,1.693476048391338,0.0,-0.0,0.0,0.0
17,seed17_ridge_conservative,scene_uniform,all,fde,evaluated,33690,3.1558455469375857,3.1558455469375857,0.0,-0.0,0.0,0.0
17,seed17_ridge_conservative,scene_uniform,full_path_defined_easy,ade,evaluated,4359,0.001532864067341749,0.001532864067341749,0.0,-0.0,0.0,0.0
17,seed17_ridge_conservative,scene_uniform,full_path_defined_easy,fde,evaluated,4359,0.0024195038009013786,0.0024195038009013786,0.0,-0.0,0.0,0.0
17,seed17_ridge_conservative,scene_uniform,full_path_defined_hard,ade,evaluated,16040,3.4564539436101334,3.4564539436101334,0.0,-0.0,0.0,0.0
17,seed17_ridge_conservative,scene_uniform,full_path_defined_hard,fde,evaluated,16040,6.4185937859578654,6.4185937859578654,0.0,-0.0,0.0,0.0
17,seed17_ridge_conservative,uncontrolled,all,ade,evaluated,33686,1.693476048391338,2.55649346040909,-50.961300151693735,0.5096130015169373,0.8630174120177521,1.0
17,seed17_ridge_conservative,uncontrolled,all,fde,evaluated,33690,3.1558455469375857,3.446614285148983,-9.213655544503995,0.09213655544503994,0.29076873821139726,1.0
17,seed17_ridge_conservative,uncontrolled,full_path_defined_easy,ade,evaluated,4359,0.001532864067341749,5.380070261762614,-350881.5629700672,3508.815629700672,5.378537397695273,1.0
17,seed17_ridge_conservative,uncontrolled,full_path_defined_easy,fde,evaluated,4359,0.0024195038009013786,1.9270697662229859,-79547.31303604739,795.4731303604739,1.9246502624220845,1.0
17,seed17_ridge_conservative,uncontrolled,full_path_defined_hard,ade,evaluated,16040,3.4564539436101334,3.7288165005510265,-7.879826011985593,0.07879826011985594,0.2723625569408932,1.0
17,seed17_ridge_conservative,uncontrolled,full_path_defined_hard,fde,evaluated,16040,6.4185937859578654,6.4771561583777855,-0.9123863321595227,0.009123863321595227,0.05856237241992002,1.0
17,seed17_ridge_moderate,floor,all,ade,evaluated,33686,1.693476048391338,1.693476048391338,0.0,-0.0,0.0,0.0
