model,dataset,subset,horizon,FDE,baseline_FDE,improvement,ADE,episodes,alpha,intervention,residual,physical_validity
per_agent_full_scene_goal_interaction,eth_ucy_ewap,silver,100,5.460224,5.460224,0.0,4.692049,160,0.0,0.0,0.376772,0.992403
per_agent_full_scene_goal_interaction,eth_ucy_ewap,ge2,1,0.618865,0.618865,0.0,0.618865,160,0.0,0.0,0.376772,1.0
per_agent_full_scene_goal_interaction,eth_ucy_ewap,ge2,5,2.51635,2.51635,0.0,1.701286,160,0.0,0.0,0.376772,0.936875
per_agent_full_scene_goal_interaction,eth_ucy_ewap,ge2,10,3.678802,3.678802,0.0,2.544834,160,0.0,0.0,0.376772,0.946116
per_agent_full_scene_goal_interaction,eth_ucy_ewap,ge2,25,4.360079,4.360079,0.0,3.572197,160,0.0,0.0,0.376772,0.968713
per_agent_full_scene_goal_interaction,eth_ucy_ewap,ge2,50,4.884364,4.884364,0.0,4.164947,160,0.0,0.0,0.376772,0.984239
per_agent_full_scene_goal_interaction,eth_ucy_ewap,ge2,100,5.460224,5.460224,0.0,4.692049,160,0.0,0.0,0.376772,0.992403
per_agent_full_scene_goal_interaction,eth_ucy_ewap,ge5,1,0.618865,0.618865,0.0,0.618865,160,0.0,0.0,0.376772,1.0
per_agent_full_scene_goal_interaction,eth_ucy_ewap,ge5,5,2.51635,2.51635,0.0,1.701286,160,0.0,0.0,0.376772,0.936875
per_agent_full_scene_goal_interaction,eth_ucy_ewap,ge5,10,3.678802,3.678802,0.0,2.544834,160,0.0,0.0,0.376772,0.946116
per_agent_full_scene_goal_interaction,eth_ucy_ewap,ge5,25,4.360079,4.360079,0.0,3.572197,160,0.0,0.0,0.376772,0.968713
per_agent_full_scene_goal_interaction,eth_ucy_ewap,ge5,50,4.884364,4.884364,0.0,4.164947,160,0.0,0.0,0.376772,0.984239
per_agent_full_scene_goal_interaction,eth_ucy_ewap,ge5,100,5.460224,5.460224,0.0,4.692049,160,0.0,0.0,0.376772,0.992403
per_agent_full_scene_goal_interaction,eth_ucy_ewap,metric,1,0.618865,0.618865,0.0,0.618865,160,0.0,0.0,0.376772,1.0
per_agent_full_scene_goal_interaction,eth_ucy_ewap,metric,5,2.51635,2.51635,0.0,1.701286,160,0.0,0.0,0.376772,0.936875
per_agent_full_scene_goal_interaction,eth_ucy_ewap,metric,10,3.678802,3.678802,0.0,2.544834,160,0.0,0.0,0.376772,0.946116
per_agent_full_scene_goal_interaction,eth_ucy_ewap,metric,25,4.360079,4.360079,0.0,3.572197,160,0.0,0.0,0.376772,0.968713
per_agent_full_scene_goal_interaction,eth_ucy_ewap,metric,50,4.884364,4.884364,0.0,4.164947,160,0.0,0.0,0.376772,0.984239
per_agent_full_scene_goal_interaction,eth_ucy_ewap,metric,100,5.460224,5.460224,0.0,4.692049,160,0.0,0.0,0.376772,0.992403
per_agent_full_scene_goal_interaction,trajnet,all,1,1.434184,1.434547,0.000253,1.434184,30,0.29975,1.0,0.265412,1.0
per_agent_full_scene_goal_interaction,trajnet,all,5,10.367729,10.375013,0.000702,6.434559,30,0.29975,1.0,0.265412,0.893333
per_agent_full_scene_goal_interaction,trajnet,all,10,20.76324,20.771859,0.000415,11.607665,30,0.29975,1.0,0.265412,0.913333
per_agent_full_scene_goal_interaction,trajnet,hard,1,1.434184,1.434547,0.000253,1.434184,30,0.29975,1.0,0.265412,1.0
per_agent_full_scene_goal_interaction,trajnet,hard,5,10.367729,10.375013,0.000702,6.434559,30,0.29975,1.0,0.265412,0.893333
per_agent_full_scene_goal_interaction,trajnet,hard,10,20.76324,20.771859,0.000415,11.607665,30,0.29975,1.0,0.265412,0.913333
per_agent_full_scene_goal_interaction,trajnet,baseline_failure,1,1.355831,1.35613,0.00022,1.355831,25,0.29975,1.0,0.27354,1.0
per_agent_full_scene_goal_interaction,trajnet,baseline_failure,5,10.391119,10.398949,0.000753,6.368184,25,0.29975,1.0,0.27354,0.912
per_agent_full_scene_goal_interaction,trajnet,baseline_failure,10,21.120573,21.131931,0.000537,11.753574,25,0.29975,1.0,0.27354,0.932
per_agent_full_scene_goal_interaction,trajnet,goalbench_official,1,1.434184,1.434547,0.000253,1.434184,30,0.29975,1.0,0.265412,1.0
per_agent_full_scene_goal_interaction,trajnet,goalbench_official,5,10.367729,10.375013,0.000702,6.434559,30,0.29975,1.0,0.265412,0.893333
per_agent_full_scene_goal_interaction,trajnet,goalbench_official,10,20.76324,20.771859,0.000415,11.607665,30,0.29975,1.0,0.265412,0.913333
per_agent_full_scene_goal_interaction,trajnet,silver,1,1.434184,1.434547,0.000253,1.434184,30,0.29975,1.0,0.265412,1.0
per_agent_full_scene_goal_interaction,trajnet,silver,5,10.367729,10.375013,0.000702,6.434559,30,0.29975,1.0,0.265412,0.893333
per_agent_full_scene_goal_interaction,trajnet,silver,10,20.76324,20.771859,0.000415,11.607665,30,0.29975,1.0,0.265412,0.913333
per_agent_full_scene_goal_interaction,trajnet,ge2,1,1.434184,1.434547,0.000253,1.434184,30,0.29975,1.0,0.265412,1.0
per_agent_full_scene_goal_interaction,trajnet,ge2,5,10.367729,10.375013,0.000702,6.434559,30,0.29975,1.0,0.265412,0.893333
per_agent_full_scene_goal_interaction,trajnet,ge2,10,20.76324,20.771859,0.000415,11.607665,30,0.29975,1.0,0.265412,0.913333
per_agent_full_scene_goal_interaction,trajnet,ge5,1,1.434184,1.434547,0.000253,1.434184,30,0.29975,1.0,0.265412,1.0
per_agent_full_scene_goal_interaction,trajnet,ge5,5,10.367729,10.375013,0.000702,6.434559,30,0.29975,1.0,0.265412,0.893333
per_agent_full_scene_goal_interaction,trajnet,ge5,10,20.76324,20.771859,0.000415,11.607665,30,0.29975,1.0,0.265412,0.913333
per_agent_full_scene_goal_interaction,trajnet,pedestrian_drone,1,1.434184,1.434547,0.000253,1.434184,30,0.29975,1.0,0.265412,1.0
per_agent_full_scene_goal_interaction,trajnet,pedestrian_drone,5,10.367729,10.375013,0.000702,6.434559,30,0.29975,1.0,0.265412,0.893333
per_agent_full_scene_goal_interaction,trajnet,pedestrian_drone,10,20.76324,20.771859,0.000415,11.607665,30,0.29975,1.0,0.265412,0.913333
