seed,candidate,arm,subset,metric,status,count,baseline_error,selected_error,improvement_pct,degradation_fraction,mean_excess_over_floor,switch_rate_valid_labels
17,seed17_neural_cost_conservative,independent,all,fde,evaluated,33690,3.1558455469375857,3.1562070344215867,-0.01145453662495571,0.0001145453662495571,0.0003614874840009996,0.022766399525081627
17,seed17_neural_cost_conservative,independent,full_path_defined_easy,ade,evaluated,4359,0.001532864067341749,0.003586109239771157,-133.94828779502214,1.3394828779502215,0.002053245172429408,0.011470520761642579
17,seed17_neural_cost_conservative,independent,full_path_defined_easy,fde,evaluated,4359,0.0024195038009013786,0.005236429964766403,-116.42577965017404,1.1642577965017404,0.0028169261638650244,0.011470520761642579
17,seed17_neural_cost_conservative,independent,full_path_defined_hard,ade,evaluated,16040,3.4564539436101334,3.456201672365173,0.0072985565286289855,-7.298556528628986e-05,-0.0002522712449604114,0.023628428927680797
17,seed17_neural_cost_conservative,independent,full_path_defined_hard,fde,evaluated,16040,6.4185937859578654,6.417933067712714,0.010293816171958237,-0.00010293816171958237,-0.0006607182451512372,0.023628428927680797
17,seed17_neural_cost_conservative,independent_count_reference,all,ade,evaluated,33686,1.693476048391338,1.6939043773287819,-0.025292884292677162,0.0002529288429267716,0.0004283289374438226,0.022769102891408894
17,seed17_neural_cost_conservative,independent_count_reference,all,fde,evaluated,33690,3.1558455469375857,3.1562070344215867,-0.01145453662495571,0.0001145453662495571,0.0003614874840009996,0.022766399525081627
17,seed17_neural_cost_conservative,independent_count_reference,full_path_defined_easy,ade,evaluated,4359,0.001532864067341749,0.003586109239771157,-133.94828779502214,1.3394828779502215,0.002053245172429408,0.011470520761642579
17,seed17_neural_cost_conservative,independent_count_reference,full_path_defined_easy,fde,evaluated,4359,0.0024195038009013786,0.005236429964766403,-116.42577965017404,1.1642577965017404,0.0028169261638650244,0.011470520761642579
17,seed17_neural_cost_conservative,independent_count_reference,full_path_defined_hard,ade,evaluated,16040,3.4564539436101334,3.456201672365173,0.0072985565286289855,-7.298556528628986e-05,-0.0002522712449604114,0.023628428927680797
17,seed17_neural_cost_conservative,independent_count_reference,full_path_defined_hard,fde,evaluated,16040,6.4185937859578654,6.417933067712714,0.010293816171958237,-0.00010293816171958237,-0.0006607182451512372,0.023628428927680797
17,seed17_neural_cost_conservative,joint,all,ade,evaluated,33686,1.693476048391338,1.6939043773287819,-0.025292884292677162,0.0002529288429267716,0.0004283289374438226,0.022769102891408894
